Although ^cs+con+++=Although
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
a ^at++++=a
why ^wrb+who+++=why-question,
- ^zz++++=EXTRAWORD
question ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
substantial ^jj+atrb+++=substantial
cues ^nns+++??+=cues
indicating ^vwbg+vprv+tht0+xvbg+=indicating
the ^ati++++=the
correct ^jj+atrb+++=correct
answer ^nn++++=answer
led ^vbd+++xvbn+=led
to ^in++++=to
it ^pp3+it+++=it
not ^xnot++not++=not
being ^xvbg+++xvbg+=being
coded ^vpsv++agls+xvbn+=coded
as ^in++++=as
a ^at++++=a
dialogic ^jj+atrb+++=dialogic
invitation ^nn+nom+++=invitation.
. ^zz++++=EXTRAWORD
In ^in++++=In
lines ^nns++++=lines
87 ^cd++++=87
and ^cc++++=and
88 ^cd++++=88,
, ^zz++++=EXTRAWORD
the ^ati++++=the
teacher ^nn++++=teacher
provided ^vbd+++xvbn+=provided
a ^at++++=a
nearly ^rb+down+++=nearly
complete ^jj+atrb+++=complete
explanation ^nn+nom+++=explanation,
, ^zz++++=EXTRAWORD
omitting ^jj+++xvbg+=omitting
only ^rb+down+++=only
the ^ati++++=the
final ^jj+atrb+++=final
term ^nn++++=term
vapour ^nn++++=vapour
for ^in++++=for
the ^ati++++=the
student ^nn++++=student
to ^to++++=to
supply ^vbi++++=supply.
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
receiving ^xvbg+++xvbg+=receiving
this ^dt+dem+++=this
anticipated ^jj+atrb++xvbn+=anticipated
response ^nn++++=response,
, ^zz++++=EXTRAWORD
the ^ati++++=the
teacher ^nn++++=teacher
continued ^vbd+++xvbn+=continued
the ^ati++++=the
explanation ^nn+nom+++=explanation,
, ^zz++++=EXTRAWORD
connecting ^vbg+++xvbg+=connecting
vapour ^nn++++=vapour,
, ^zz++++=EXTRAWORD
scent ^nn++++=scent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
dispersion ^nn++++=dispersion
throughout ^in++++=throughout
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
sequence ^nn+nom+++=sequence
constituted ^vbd+++xvbn+=constituted
an ^at++++=an
explanatory ^jj+atrb+++=explanatory
construction ^nn+nom+++=construction,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
the ^ati++++=the
teacher ^nn++++=teacher
s ^zz++++=s
use ^nn++++=use
of ^in++++=of
a ^at++++=a
narrowly ^rb++++=narrowly
focused ^vbd+++xvbn+=focused,
, ^zz++++=EXTRAWORD
leading ^jj+atrb+++=leading
line ^nn++++=line
of ^in++++=of
reasoning ^nn++++=reasoning.
. ^zz++++=EXTRAWORD
