The ^ati++++=The
initial ^jj+atrb+++=initial
national ^jj+atrb+++=national
curricular ^nn+++??+=curricular
guidelines ^nns+++??+=guidelines
in ^in++++=in
Brazil ^np++++=Brazil
( ^zz++++=(Brasil,
brasil ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
1997 ^cd+date+++=1997;
; ^zz++++=EXTRAWORD
1998 ^cd+date+++=1998)
) ^zz++++=EXTRAWORD
already ^rb++++=already
exhibited ^vbd+++xvbn+=exhibited
instrumental ^jj+atrb+++=instrumental
and ^cc+phrs+++=and
deterministic ^jj+atrb+++=deterministic
perspectives ^nns++++=perspectives
on ^in++++=on
technology ^nn++++=technology
( ^zz++++=(Costa,
costa ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
documents ^nns+nom+++=documents
provided ^vbd+++xvbn+=provided
the ^ati++++=the
framework ^nn++++=framework
for ^in++++=for
Brazilian ^jj+atrb+++=Brazilian
basic ^jj+atrb+++=basic
education ^nn+nom+++=education
until ^in++++=until
2017 ^cd++++=2017,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
final ^jj+atrb+++=final
version ^nn++++=version
of ^in++++=of
the ^ati++++=the
National ^jj+atrb+++=National
Common ^jj+atrb+++=Common
Curricular ^np+++??+=Curricular
Base ^nn++++=Base
( ^zz++++=(BNCC)
bncc ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
published ^vpsv++agls+xvbnx+=published
( ^zz++++=(Brasil,
brasil ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
remains ^vbz++++=remains
the ^ati++++=the
current ^jj+atrb+++=current
regulatory ^nn++++=regulatory
document ^nn+nom+++=document.
. ^zz++++=EXTRAWORD
