The ^ati++++=The
children ^nns++++=children
were ^vbd+bed+aux++=were
randomly ^rb++splt++=randomly
selected ^vpsv++agls+xvbnx+=selected
from ^in++++=from
several ^ap++++=several
classrooms ^nns++++=classrooms
using ^vwbg+++xvbg+=using
lists ^nns++++=lists
provided ^vwbn+vsua++xvbn+=provided
by ^in++++=by
school ^nn++++=school
teachers ^nns+nom+++=teachers.
. ^zz++++=EXTRAWORD
Selection ^nn+nom+++=Selection
of ^in++++=of
both ^abx++++=both
the ^ati++++=the
children ^nns++++=children
and ^cc++++=and
educational ^jj+atrb+++=educational
institutions ^nns+nom+++=institutions
was ^vbd+bedz+aux++=was
based ^vpsv++agls+xvbnx+=based
on ^in++++=on
the ^ati++++=the
following ^jj+atrb++xvbg+=following
researcher ^nn+nom+++=researcher-defined
- ^zz++++=EXTRAWORD
defined ^vbn+vprv++xvbn+=EXTRAWORD
criteria ^nns++++=criteria:
: ^zz++++=EXTRAWORD
( ^zz++++=(1)
1 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
children ^nns++++=children
were ^vbd+bed+aux++=were
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
score ^vb++++=score
at ^in++++=at
or ^cc++++=or
above ^jjb++++=above
the ^ati++++=the
50th ^cd++++=50th
percentile ^nn+++??+=percentile
on ^in++++=on
the ^ati++++=the
Raven ^np++++=Raven's
's ^$++++=EXTRAWORD
Matrices ^nns++++=Matrices
intelligence ^nn+nom+++=intelligence
test ^nn++++=test,
, ^zz++++=EXTRAWORD
according ^in++++=according
to ^in++++=to
Cuban ^jj+atrb+++=Cuban
normative ^jj+atrb+++=normative
data ^nns++++=data
( ^zz++++=(Ram
ram ^vb++++=EXTRAWORD
rez ^nn+++??+=rez
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
( ^zz++++=(2)
2 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
children ^nns++++=children
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi++vrb++=be
native ^jj+atrb+++=native
residents ^nns++++=residents
of ^in++++=of
urban ^jj+atrb+++=urban
areas ^nns++++=areas
in ^in++++=in
the ^ati++++=the
provinces ^nns++++=provinces
of ^in++++=of
Cienfuegos ^np+++??+=Cienfuegos
and ^cc++++=and
Sancti ^np+++??+=Sancti
Sp ^&fo++++=Sp
ritus ^nns+++??+=ritus.
. ^zz++++=EXTRAWORD
All ^abn++++=All
participants ^nns+nom+++=participants
were ^vbd+bed+vrb++=were
children ^nns++++=children
with ^in++++=with
typical ^jj+atrb+++=typical
development ^nn+nom+++=development
and ^cc++++=and
without ^in++++=without
any ^dti++++=any
reported ^vbd+vpub++xvbn+=reported
medical ^jj+atrb+++=medical
or ^cc+phrs+++=or
neurological ^jj+atrb+++=neurological
conditions ^nns+nom+++=conditions.
. ^zz++++=EXTRAWORD
