The ^ati++++=The
data ^nns++++=data
indicate ^nn+nom+++=indicate
that ^tht+vcmp+++=that
both ^abx++++=both
urban ^jj+atrb+++=urban
and ^cc+phrs+++=and
rural ^jj+atrb+++=rural
schools ^nns++++=schools
in ^in++++=in
Brazil ^np++++=Brazil
face ^nn++++=face
significant ^jj+atrb+++=significant
physical ^jj+atrb+++=physical
and ^cc+phrs+++=and
technological ^jj+atrb+++=technological
limitations ^nns+nom+++=limitations
that ^tht+rel+subj++=that
hinder ^vb++++=hinder
the ^ati++++=the
effective ^jj+atrb+++=effective
pedagogical ^jj+atrb+++=pedagogical
integration ^nn+nom+++=integration
of ^in++++=of
digital ^jj+atrb+++=digital
information ^nn+nom+++=information
and ^cc++++=and
communication ^nn+nom+++=communication
technologies ^nns+++??+=technologies
( ^zz++++=(DICT),
dict ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
rural ^jj+atrb+++=rural
schools ^nns++++=schools
experiencing ^vwbg+++xvbg+=experiencing
even ^rb++++=even
greater ^jjr++++=greater
challenges ^vbz++++=challenges.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
64 ^cd++++=64%
% ^zz++++=EXTRAWORD
of ^in++++=of
urban ^jj+atrb+++=urban
public ^nn++++=public
schools ^nns++++=schools
reportedly ^rb++++=reportedly
have ^vb+hv+vrb++=have
computer ^nn+nom+++=computer
laboratories ^nns++++=laboratories,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
facilities ^nns+nom+++=facilities
are ^vb+ber+vrb++=are
generally ^rb+down+++=generally
inadequate ^jj+pred+++=inadequate
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
capacity ^nn+nom+++=capacity,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
accommodate ^nn+nom+++=accommodate
a ^at++++=a
typical ^jj+atrb+++=typical
class ^nn++++=class
size ^nn++++=size
of ^in++++=of
30 ^cd++++=30
students ^nns++++=students.
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
78 ^cd++++=78%
% ^zz++++=EXTRAWORD
of ^in++++=of
these ^dt+dem+++=these
laboratories ^nns++++=laboratories
are ^vb+ber+aux++=are
equipped ^vpsv++agls+xvbnx+=equipped
with ^in++++=with
fewer ^ap++++=fewer
than ^in++++=than
six ^cd++++=six
computers ^nns+nom+++=computers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
9 ^zz++++=9%
% ^zz++++=EXTRAWORD
possess ^nns+nom+++=possess
slightly ^rb+down+++=slightly
more ^rbr++++=more
than ^in++++=than
21 ^cd++++=21
computers ^nns+nom+++=computers
( ^zz++++=(CGI.br,
cgi.br ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2018b ^cd++++=2018b,
, ^zz++++=EXTRAWORD
2019b ^cd++++=2019b).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
most ^ql+emph+++=most
classes ^nns++++=classes
in ^in++++=in
the ^ati++++=the
second ^od++++=second
phase ^nn++++=phase
of ^in++++=of
elementary ^jj+atrb+++=elementary
education ^nn+nom+++=education
in ^in++++=in
Brazil ^np++++=Brazil
consist ^nn+nom+++=consist
of ^in++++=of
more ^rbr++++=more
than ^in++++=than
35 ^cd++++=35
students ^nns++++=students,
, ^zz++++=EXTRAWORD
exacerbating ^jj+++xvbg+=exacerbating
the ^ati++++=the
mismatch ^nn++++=mismatch
between ^in++++=between
available ^jj+atrb+++=available
resources ^nns++++=resources
and ^cc++++=and
actual ^jj+atrb+++=actual
classroom ^nn++++=classroom
needs ^nns++++=needs.
. ^zz++++=EXTRAWORD
