A ^at++++=A
perfect ^jj+atrb+++=perfect
bacterial ^jj+atrb+++=bacterial
genome ^nn+++??+=genome
assembly ^nn++++=assembly
is ^vbz+bez+aux++=is
defined ^vpsv++agls+xvbnx+=defined
as ^ql++++=as
an ^at++++=an
assembled ^jj+atrb++xvbn+=assembled
sequence ^nn+nom+++=sequence
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
an ^at++++=an
exact ^jj++++=exact,
, ^zz++++=EXTRAWORD
error ^nn++++=error-free
- ^zz++++=EXTRAWORD
free ^jj+atrb+++=EXTRAWORD
representation ^nn+nom+++=representation
of ^in++++=of
the ^ati++++=the
organism ^nn+nom+++=organism
s ^zz++++=s
genome ^nn+++??+=genome,
, ^zz++++=EXTRAWORD
with ^in++++=with
each ^dt++++=each
replicon ^nn+++??+=replicon
fully ^rb+amp+++=fully
and ^cc+phrs+++=and
accurately ^rb++++=accurately
reconstructed ^jj+++xvbn+=reconstructed.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
achieving ^vbg+++xvbg+=achieving
this ^dt+dem+++=this
level ^nn++++=level
of ^in++++=of
accuracy ^nn+nom+++=accuracy
has ^vbz+hvz+aux++=has
historically ^rb++splt++=historically
been ^vprf+ben+aux+xvbnx+=been
challenging ^vbg+++xvbgx+=challenging,
, ^zz++++=EXTRAWORD
recent ^jj+atrb+++=recent
advances ^nns+nom+++=advances
in ^in++++=in
long ^jj++++=long-read
- ^zz++++=EXTRAWORD
read ^vb+vprv++xvbn+=EXTRAWORD
sequencing ^jj+atrb++xvbg+=sequencing
technologies ^nns+++??+=technologies,
, ^zz++++=EXTRAWORD
assembly ^nn++++=assembly
algorithms ^nns+++??+=algorithms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
polishing ^nvbg+++xvbg+=polishing
tools ^nns++++=tools
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
it ^pp3+it+++=it
increasingly ^rb++++=increasingly
attainable ^jj++++=attainable.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
study ^nn++++=study,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
present ^vb++++=present
a ^at++++=a
recommended ^jj+atrb++xvbn+=recommended
workflow ^nn+++??+=workflow
for ^in++++=for
generating ^xvbg+++xvbg+=generating
a ^at++++=a
complete ^jj++++=complete
and ^cc+phrs+++=and
accurate ^jj+atrb+++=accurate
bacterial ^jj+atrb+++=bacterial
genome ^nn+++??+=genome
assembly ^nn++++=assembly
using ^vwbg+++xvbg+=using
a ^at++++=a
combination ^nn+nom+++=combination
of ^in++++=of
Oxford ^np++++=Oxford
Nanopore ^np+++??+=Nanopore
Technologies ^np+++??+=Technologies
long ^rb++++=long
reads ^vbz++++=reads
and ^cc++++=and
Illumina ^np+++??+=Illumina
short ^rb++++=short
reads ^vbz++++=reads.
. ^zz++++=EXTRAWORD
The ^ati++++=The
workflow ^nn+++??+=workflow
consists ^nns+nom+++=consists
of ^in++++=of
Trycycler ^np+nom++??+=Trycycler
for ^in++++=for
long ^jj++++=long-read
- ^zz++++=EXTRAWORD
read ^vb+vprv++xvbn+=EXTRAWORD
assembly ^nn++++=assembly,
, ^zz++++=EXTRAWORD
Medaka ^np+++??+=Medaka
for ^in++++=for
long ^jj++++=long-read
- ^zz++++=EXTRAWORD
read ^vb+vprv++xvbn+=EXTRAWORD
polishing ^vbg+++xvbg+=polishing,
, ^zz++++=EXTRAWORD
Polypolish ^np+++??+=Polypolish
for ^in++++=for
short ^jj++++=short-read
- ^zz++++=EXTRAWORD
read ^vb+vprv++xvbn+=EXTRAWORD
polishing ^vbg+++xvbg+=polishing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
additional ^jj++++=additional
short ^jj++++=short-read
- ^zz++++=EXTRAWORD
read ^vb+vprv++xvbn+=EXTRAWORD
polishing ^vbg+++xvbg+=polishing
tools ^nns++++=tools,
, ^zz++++=EXTRAWORD
supplemented ^xvbn+++xvbn+=supplemented
by ^in++++=by
manual ^jj+atrb+++=manual
curation ^nn+nom+++=curation.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
also ^rb++++=also
address ^nns+nom+++=address
common ^jj++++=common
challenges ^vbz++++=challenges
encountered ^vbd+++xvbn+=encountered
during ^in++++=during
the ^ati++++=the
assembly ^nn++++=assembly
of ^in++++=of
complex ^jj+atrb+++=complex
genomes ^nns+++??+=genomes
and ^cc++++=and
provide ^vb+vsua+++=provide
an ^at++++=an
online ^nn+++??+=online
tutorial ^jj++++=tutorial
with ^in++++=with
sample ^nn++++=sample
data ^nns++++=data
to ^to++++=to
facilitate ^nn+nom+++=facilitate
the ^ati++++=the
adoption ^nn+nom+++=adoption
of ^in++++=of
this ^dt+dem+++=this
approach ^nn++++=approach
( ^zz++++=(github.com/rrwick/perfect-bacterial-genome-tutorial).
github.com ^nn++++=EXTRAWORD
