The ^ati++++=The
dehydration ^nn+nom+++=dehydration
effect ^nn++++=effect
in ^in++++=in
plant ^nn++++=plant
organs ^nns++++=organs
composed ^vwbn+++xvbn+=composed
primarily ^rb+down+++=primarily
of ^in++++=of
parenchymal ^jj+atrb+++=parenchymal
tissues ^nns++++=tissues
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
recently ^rb+tm+splt++=recently
documented ^vpsv++agls+xvbn+=documented
( ^zz++++=(Caliaro
caliaro ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2013 ^cd++++=2013,
, ^zz++++=EXTRAWORD
Kampowski ^np+++??+=Kampowski
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
studies ^nns++++=studies
demonstrated ^vbd+vprv++xvbn+=demonstrated
that ^tht+vcmp+++=that
water ^nn++++=water
loss ^nn++++=loss
in ^in++++=in
petioles ^nns+++??+=petioles
and ^cc++++=and
hypocotyls ^nns+++??+=hypocotyls
leads ^vbz++++=leads
to ^in++++=to
a ^at++++=a
reduction ^nn+nom+++=reduction
in ^in++++=in
bending ^xvbg+++xvbg+=bending
stiffness ^nns+nom+++=stiffness.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
for ^in++++=for
stems ^nns++++=stems
and ^cc++++=and
woody ^nn+++??+=woody
roots ^nns++++=roots
of ^in++++=of
self ^nn++++=self-supporting
- ^zz++++=EXTRAWORD
supporting ^vbg+++xvbg+=EXTRAWORD
plants ^nns++++=plants,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
mainly ^rb++splt++=mainly
composed ^vpsv++agls+xvbnx+=composed
of ^in++++=of
fibers ^nn++++=fibers
and ^cc++++=and
conducting ^nvbg+++xvbg+=conducting
cells ^nns++++=cells
( ^zz++++=(vessels
vessels ^nns++++=EXTRAWORD
and ^cc++++=and/or
tracheids ^nns+++??+=tracheids),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dehydration ^nn+nom+++=dehydration
results ^nns++++=results
in ^in++++=in
increased ^vbd+++xvbn+=increased
bending ^nvbg+++xvbg+=bending
stiffness ^nns+nom+++=stiffness,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
making ^jj+atrb++xvbg+=making
branches ^nns++++=branches
more ^rbr++++=more
brittle ^jj++++=brittle
( ^zz++++=(Niklas
niklas ^nns+++??+=EXTRAWORD
1992 ^cd+date+++=1992,
, ^zz++++=EXTRAWORD
Wang ^np+++??+=Wang
& ^zz++++=&
Wang ^np+++??+=Wang
1999 ^cd+date+++=1999,
, ^zz++++=EXTRAWORD
Niklas ^np+++??+=Niklas
& ^zz++++=&
Spatz ^np+++??+=Spatz
2010 ^cd++++=2010,
, ^zz++++=EXTRAWORD
Boldrin ^np+++??+=Boldrin
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
in ^in++++=in
Picea ^np+++??+=Picea
sitchensis ^nns+++??+=sitchensis,
, ^zz++++=EXTRAWORD
a ^at++++=a
23 ^cd++++=23%
% ^zz++++=EXTRAWORD
decrease ^vb++++=decrease
in ^in++++=in
bending ^xvbg+++xvbg+=bending
stiffness ^nns+nom+++=stiffness
is ^vbz+bez+aux++=is
observed ^vpsv++agls+xvbnx+=observed
when ^wrb+who+whcl++=when
the ^ati++++=the
moisture ^nn++++=moisture
content ^nn++++=content
increases ^vbz++++=increases
from ^in++++=from
12 ^cd++++=12%
% ^zz++++=EXTRAWORD
to ^to++++=to
24 ^cd++++=24%
% ^zz++++=EXTRAWORD
in ^in++++=in
woody ^nn+++??+=woody
stems ^nns++++=stems
( ^zz++++=(Niklas
niklas ^nns+++??+=EXTRAWORD
1992 ^cd+date+++=1992).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Overall ^jjb++++=Overall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
present ^jj+atrb+++=present
results ^nns++++=results
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
previous ^jj+atrb+++=previous
findings ^nns++++=findings
in ^in++++=in
trees ^nns++++=trees
and ^cc++++=and
extend ^vb++++=extend
this ^dt+dem+++=this
analysis ^nn++++=analysis
to ^in++++=to
liana ^jj+atrb++??+=liana
stems ^nns++++=stems.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
effect ^nn++++=effect
size ^nn++++=size
of ^in++++=of
stem ^nn++++=stem
dehydration ^nn+nom+++=dehydration
on ^in++++=on
bending ^xvbg+++xvbg+=bending
stiffness ^nns+nom+++=stiffness
in ^in++++=in
A ^at++++=A.
. ^zz++++=EXTRAWORD
crucigerum ^nn+++??+=crucigerum
is ^vbz+bez+vrb++=is
six ^cd++++=six
times ^nns++++=times
smaller ^jjr++++=smaller
than ^cs+sub+++=than
that ^dt+pdem+++=that
reported ^vbd+vpub++xvbn+=reported
for ^in++++=for
Picea ^np+++??+=Picea
sitchensis ^nns+++??+=sitchensis
stems ^nns++++=stems.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
reduced ^jj+atrb++xvbn+=reduced
change ^nn++++=change
in ^in++++=in
bending ^xvbg+++xvbg+=bending
stiffness ^nns+nom+++=stiffness
with ^in++++=with
dehydration ^nn+nom+++=dehydration
in ^in++++=in
liana ^nn+++??+=liana
stems ^nns++++=stems
may ^md+pos+++=may
be ^vb+be+aux++=be
attributed ^vpsv++agls+xvbnx+=attributed
to ^in++++=to
their ^pp$+pp3+++=their
distinctive ^jj+atrb+++=distinctive
anatomical ^jj+atrb+++=anatomical
structure ^nn++++=structure.
. ^zz++++=EXTRAWORD
Lianas ^np+++??+=Lianas
typically ^rb++++=typically
possess ^nns+nom+++=possess
wide ^jj+atrb+++=wide
vessels ^nns++++=vessels,
, ^zz++++=EXTRAWORD
fewer ^ap++++=fewer
fibers ^nn++++=fibers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
higher ^jjr+atrb+++=higher
proportion ^nn+nom+++=proportion
of ^in++++=of
parenchyma ^nn+++??+=parenchyma
cells ^nns++++=cells
and ^cc++++=and
soft ^jj+atrb+++=soft
tissue ^nn++++=tissue,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
enhances ^nns+nom+++=enhances
water ^nn++++=water
storage ^nn+nom+++=storage
capacity ^nn+nom+++=capacity
( ^zz++++=(Tyree
tyree ^nn++++=EXTRAWORD
& ^zz++++=&
Yang ^np+++??+=Yang
1990 ^cd+date+++=1990,
, ^zz++++=EXTRAWORD
Campanello ^np+++??+=Campanello
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016)
) ^zz++++=EXTRAWORD
and ^cc++++=and
results ^nns++++=results
in ^in++++=in
more ^rbr++++=more
compliant ^jj+atrb+++=compliant
stems ^nns++++=stems
( ^zz++++=(Rowe
rowe ^np++++=EXTRAWORD
2018 ^cd++++=2018,
, ^zz++++=EXTRAWORD
Gerolamo ^np+++??+=Gerolamo
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
A ^at++++=A.
. ^zz++++=EXTRAWORD
crucigerum ^nn+++??+=crucigerum
exhibits ^nns++++=exhibits
phloem ^nn+++??+=phloem
wedges ^nns+++??+=wedges,
, ^zz++++=EXTRAWORD
large ^jj+atrb+++=large
vessels ^nns++++=vessels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wide ^jj+atrb+++=wide
rays ^nns++++=rays,
, ^zz++++=EXTRAWORD
as ^in++++=as
shown ^nn++++=shown
in ^in++++=in
Figure ^nn++++=Figure
1 ^zz++++=1,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
contribute ^vb++++=contribute
to ^to++++=to
increased ^vbi++++=increased
stem ^nn++++=stem
flexibility ^nn+nom+++=flexibility
and ^cc++++=and
mitigate ^nn+nom+++=mitigate
the ^ati++++=the
impact ^nn++++=impact
of ^in++++=of
dehydration ^nn+nom+++=dehydration.
. ^zz++++=EXTRAWORD
