The ^ati++++=The
first ^od++++=first
lessons ^nns++++=lessons
learned ^vbd+++xvbn+=learned,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fruit ^nn++++=fruit
of ^in++++=of
epidemiological ^nn+++??+=epidemiological
information ^nn++++=information,
, ^zz++++=EXTRAWORD
regarding ^in++++=regarding
Covid19 ^np+++??+=COVID19,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
that ^tht+vcmp+++=that
the ^ati++++=the
elderly ^nn++++=elderly
with ^in++++=with
systemic ^nn+++??+=systemic
atrial ^nn+++??+=atrial
hypertension ^nn+++??+=hypertension
( ^zz++++=(SAH)
sah ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
diabetes ^nn++++=diabetes
mellitus ^nns+++??+=mellitus
( ^zz++++=(DM)
dm ^nnu++++=EXTRAWORD
) ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
main ^nn++++=main
risk ^vb++++=risk
groups ^nns++++=groups
for ^in++++=for
an ^at++++=an
unfavorable ^nn+++??+=unfavorable
outcome1 ^nn+++??+=outcome1.
. ^zz++++=EXTRAWORD
Descriptions ^nns++++=Descriptions
of ^in++++=of
severe ^jj+atrb+++=severe
cases ^nns++++=cases
in ^in++++=in
young ^jj+atrb+++=young
people ^nns++++=people,
, ^zz++++=EXTRAWORD
adolescents ^nns++++=adolescents,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
adults ^nns++++=adults
without ^in++++=without
comorbidities2 ^nn++++=comorbidities2
sharpen ^nn++++=sharpen
other ^ap++++=other
hypotheses ^nns++++=hypotheses.
. ^zz++++=EXTRAWORD
