The ^ati++++=The
clinical ^jj+atrb+++=clinical
progression ^nn++++=progression
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
indicates ^vbz+vpub+++=indicates
that ^tht+vcmp+++=that
the ^ati++++=the
initial ^jj+atrb+++=initial
symptoms ^nns++++=symptoms
are ^vb+ber+vrb++=are
due ^jj+pred+++=due
to ^to+jcmp+++=to
increased ^vbi++++=increased
viral ^jj+atrb++??+=viral
load ^nn++++=load
and ^cc++++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
following ^jj+atrb++xvbg+=following
weeks ^nns++++=weeks
of ^in++++=of
infection ^nn++++=infection,
, ^zz++++=EXTRAWORD
seroconversion ^nn+++??+=seroconversion
of ^in++++=of
Igg ^np+++??+=IgG
reduces ^vbz++++=reduces
viral ^jj+atrb++??+=viral
load ^nn++++=load
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
that ^tht+rel+obj++=that
some ^dti++++=some
patients ^nns++++=patients
present ^vb++++=present
worsening ^nn+++??+=worsening
of ^in++++=of
the ^ati++++=the
symptoms ^nns++++=symptoms
related ^vbd+++xvbn+=related
to ^in++++=to
immunopathological ^nn+++??+=immunopathological
damage ^nn++++=damage
( ^zz++++=(Peiris
peiris ^nns+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2003 ^cd++++=2003).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Convalescent ^jj+atrb+++=Convalescent
plasma ^nn++++=plasma
( ^zz++++=(CP)
cp ^vb++++=EXTRAWORD
) ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
Sars ^np+++??+=SARS,
, ^zz++++=EXTRAWORD
Mers ^np+++??+=MERS,
, ^zz++++=EXTRAWORD
Ebola ^np+++??+=Ebola
virus ^nn++++=virus
and ^cc++++=and
Chikungunya ^np+++??+=Chikungunya
virus ^nn++++=virus
disease ^nn++++=disease
to ^to++++=to
improve ^vbi++++=improve
survival ^nn++++=survival
rate ^nn++++=rate
( ^zz++++=(Alzoughool
alzoughool ^nn+++??+=EXTRAWORD
and ^cc++++=and
Alanagreh ^np+++??+=Alanagreh
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Different ^jj+atrb+++=Different
groups ^nns++++=groups
have ^vb+hv+aux++=have
tested ^vprf+++xvbnx+=tested
critically ^rb++++=critically
ill ^jj+atrb+++=ill
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients
with ^in++++=with
Cp ^np+++??+=CP
and ^cc++++=and
obtained ^vbd+++xvbn+=obtained
good ^jj+atrb+++=good
recovery ^nn++++=recovery
with ^in++++=with
no ^at++++=no
severe ^jj+atrb+++=severe
adverse ^jj+atrb+++=adverse
effects ^nns++++=effects
( ^zz++++=(Duan
duan ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020;
; ^zz++++=EXTRAWORD
Shi ^np+++??+=Shi
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020;
; ^zz++++=EXTRAWORD
Zhang ^np+++??+=Zhang
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020b ^cd++++=2020b).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Fda ^np+++??+=FDA
has ^vbz+hvz+aux++=has
approved ^vprf+++xvbnx+=approved
Cp ^np+++??+=CP
to ^to++++=to
treat ^vbi++++=treat
critical ^jj+atrb+++=critical
patients ^nns++++=patients
( ^zz++++=(Tanne
tanne ^nn+++??+=EXTRAWORD
2020 ^cd++++=2020),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
aggravating ^nn+++??+=aggravating
hyperimmune ^nn+++??+=hyperimmune
response ^nn++++=response,
, ^zz++++=EXTRAWORD
presenting ^vbg+++xvbg+=presenting
a ^at++++=a
better ^jjr+atrb+++=better
response ^nn++++=response
if ^cs+cnd+++=if
administered ^vwbn+++xvbn+=administered
in ^in++++=in
the ^ati++++=the
early ^jj+atrb+++=early
onset ^nn++++=onset
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease
( ^zz++++=(Zhao
zhao ^nn+++??+=EXTRAWORD
and ^cc++++=and
He ^pp3a+pp3+++=He
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Key ^jjb+atrb+++=Key
points ^nns++++=points
to ^in++++=to
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
Cp ^np+++??+=CP
are ^vb+ber+aux++=are:
: ^zz++++=EXTRAWORD
establishing ^vbg+++xvbg+=establishing
eligibility ^nn++++=eligibility
criteria ^nns++++=criteria
of ^in++++=of
donor ^nn++++=donor
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
convalescent ^jj+atrb+++=convalescent
patients ^nns++++=patients,
, ^zz++++=EXTRAWORD
pre ^nn+++??+=pre-screening
- ^zz++++=EXTRAWORD
screening ^vbg+++xvbg+=EXTRAWORD
tests ^nns++++=tests
of ^in++++=of
the ^ati++++=the
donors ^nns++++=donors,
, ^zz++++=EXTRAWORD
criteria ^nns++++=criteria
for ^in++++=for
Cp ^np+++??+=CP
collection ^nn++++=collection,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
treatment ^nn++++=treatment
of ^in++++=of
plasma ^nn++++=plasma
( ^zz++++=(Epstein
epstein ^nn+++??+=EXTRAWORD
and ^cc++++=and
Burnouf ^np+++??+=Burnouf
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Currently ^rb+cnj+++=Currently,
, ^zz++++=EXTRAWORD
Cp ^np+++??+=CP
is ^vbz+bez+aux++=is
being ^vbg+beg+aux+xvbg+=being
tested ^vwbn+++xvbn+=tested
in ^in++++=in
212 ^cd++++=212
clinical ^jj+atrb+++=clinical
trials ^nns++++=trials
worldwide ^nn+++??+=worldwide
against ^in++++=against
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
( ^zz++++=(Cochrane
cochrane ^nn++++=EXTRAWORD
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
study ^nn++++=Study
register ^nn++++=register).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
