The ^ati++++=The
Ensusalud ^np+++??+=ENSUSALUD
database ^nn+++??+=database
is ^vbz+bez+vrb++=is
publicly ^rb++++=publicly
available ^jj+pred+++=available
on ^in++++=on
web ^nn++++=web
( ^zz++++=(http://portal.susalud.gob.pe/blog/base-de-datos-2016).
http ^nn+++??+=EXTRAWORD
: ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
carried ^vbd+++xvbn+=carried
out ^rp+pl+++=out
a ^at++++=a
psychometric ^nn+++??+=psychometric
study ^nn++++=study
based ^vwbn+++xvbn+=based
on ^in++++=on
secondary ^jj+atrb+++=secondary
data ^nns++++=data
analysis ^nn++++=analysis
of ^in++++=of
Questionnaire ^nn++++=Questionnaire
2 ^zz++++=2
of ^in++++=of
Ensusalud ^np+++??+=ENSUSALUD-2016.
- ^zz++++=EXTRAWORD
2016 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
section ^nn++++=section
was ^vbd+bedz+aux++=was
filled ^vpsv++agls+xvbnx+=filled
out ^rp+pl+++=out
by ^in++++=by
physicians ^nns++++=physicians
and ^cc++++=and
nurses ^nns++++=nurses
working ^vwbg+++xvbg+=working
in ^in++++=in
health ^nn++++=health
care ^nn++++=care
centers ^nns+++??+=centers,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
carried ^vpsv++agls+xvbn+=carried
out ^rp+pl+++=out
specifically ^rb++++=specifically
in ^in++++=in
doctors ^nns++++=doctors.
. ^zz++++=EXTRAWORD
