The ^ati++++=The
multidisciplinary ^nn+++??+=multidisciplinary
study ^nn++++=study
of ^in++++=of
cognitive ^nn+++??+=cognitive
and ^cc++++=and
socio ^nn+++??+=socio-affective
- ^zz++++=EXTRAWORD
affective ^nn+++??+=EXTRAWORD
processes ^nns++++=processes
in ^in++++=in
teaching ^xvbg+++xvbg+=teaching-learning
- ^zz++++=EXTRAWORD
learning ^vbg+vprv++xvbg+=EXTRAWORD
can ^md+pos+++=can
benefit ^vb++++=benefit
from ^in++++=from
the ^ati++++=the
concept ^nn++++=concept
of ^in++++=of
function ^nn++++=function
modularity ^nn+++??+=modularity,
, ^zz++++=EXTRAWORD
i.e ^rb++++=i.e.
. ^zz++++=EXTRAWORD
the ^ati++++=the
notion ^nn++++=notion
that ^tht+ncmp+++=that
motivation ^nn++++=motivation,
, ^zz++++=EXTRAWORD
attention ^nn++++=attention
and ^cc++++=and
memory ^nn++++=memory
comprise ^vb++++=comprise
a ^at++++=a
set ^nn+++xvbn+=set
of ^in++++=of
skills ^nns++++=skills
and ^cc++++=and
abilities ^nns++++=abilities
mediated ^nn+++??+=mediated
by ^in++++=by
different ^jj+atrb+++=different
modules ^nns+++??+=modules
of ^in++++=of
the ^ati++++=the
nervous ^jj+atrb+++=nervous
system ^nn++++=system,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
function ^nn++++=function
independently ^rb+cnj+++=independently,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
cooperatively ^nn+++??+=cooperatively,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
development ^nn++++=development
of ^in++++=of
autonomy ^nn++++=autonomy
and ^cc++++=and
conduction ^nn++++=conduction
of ^in++++=of
studies ^nns++++=studies
during ^in++++=during
and ^cc++++=and
after ^in++++=after
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic
threat ^nn++++=threat.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
follow ^nn+vprv+++=follow-up,
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
attention ^nn++++=attention
should ^md+nec+++=should
also ^rb++++=also
be ^vb+be+aux++=be
paid ^vpsv++agls+xvbnx+=paid
to ^in++++=to
somatisation ^nn+++??+=somatisation
regarding ^in++++=regarding
the ^ati++++=the
manifestation ^nn++++=manifestation
of ^in++++=of
physical ^jj+atrb+++=physical
symptoms ^nns++++=symptoms
resulted ^vbd+++xvbn+=resulted
from ^in++++=from
psychological ^jj+atrb+++=psychological
effects ^nns++++=effects.
. ^zz++++=EXTRAWORD
