The ^ati++++=The
language ^nn++++=language
of ^in++++=of
publications ^nns++++=publications
is ^vbz+bez+aux++=is
concentrated ^vpsv++agls+xvbnx+=concentrated
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
with ^in++++=with
1,590 ^cd++++=1,590
( ^zz++++=(97.96)
97.96 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
documents ^nns++++=documents,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
French ^jj++++=French
11 ^cd++++=11
( ^zz++++=(0.67%),
0.67% ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
German ^jj+atrb+++=German
09 ^nn+++??+=09
( ^zz++++=(0.55%),
0.55% ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Spanish ^jj+atrb+++=Spanish
07 ^nn+++??+=07
( ^zz++++=(0.43%),
0.43% ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Chinese ^jj++++=Chinese
and ^cc++++=and
Portuguese ^nn++++=Portuguese
each ^dt++++=each
with ^in++++=with
2 ^zz++++=2
( ^zz++++=(0.12%),
0.12% ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
finally ^rb++++=finally
hungarian ^jj++++=Hungarian
and ^cc+phrs+++=and
russian ^jj++++=Russian
each ^dt++++=each
with ^in++++=with
01 ^nn++++=01
document ^nn++++=document
( ^zz++++=(0.06%).
0.06% ^nn++++=EXTRAWORD
). ^nn++++=EXTRAWORD
