The ^ati++++=The
role ^nn++++=role
of ^in++++=of
infection ^nn++++=infection
control ^nn++++=control
in ^in++++=in
the ^ati++++=the
design ^nn++++=design
of ^in++++=of
hospitals ^nns++++=hospitals
is ^vbz+bez+aux++=is
increasing ^vbg+++xvbgx+=increasing
every ^at++++=every
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Hvac ^np+++??+=HVAC
systems ^nns++++=systems
play ^vb++++=play
an ^at++++=an
increasingly ^rb++++=increasingly
important ^jj+atrb+++=important
role ^nn++++=role
to ^in++++=to
minimize ^nn+++??+=minimize
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
infection ^nn++++=infection
from ^in++++=from
airborne ^jj+atrb+++=airborne
transmission ^nn++++=transmission
within ^in++++=within
the ^ati++++=the
built ^vbd+++xvbn+=built
environment ^nn++++=environment.
. ^zz++++=EXTRAWORD
