The ^ati++++=The
present ^jj+atrb+++=present
research ^nn++++=research
work ^vb++++=work
collected ^vbd+++xvbn+=collected
and ^cc++++=and
analyzed ^nn+++??+=analyzed
the ^ati++++=the
information ^nn++++=information
from ^in++++=from
two ^cd++++=two
groups ^nns++++=groups:
: ^zz++++=EXTRAWORD
the ^ati++++=the
experimental ^jj++++=experimental
and ^cc++++=and
the ^ati++++=the
control ^nn++++=control
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Graphic ^jj+atrb+++=Graphic
organizers ^nns++++=organizers
were ^vbd+bed+aux++=were
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
a ^at++++=a
strategy ^nn++++=strategy
to ^to++++=to
help ^vbi++++=help
students ^nns++++=students
enhance ^vb++++=enhance
reading ^nn++++=reading
comprehension ^nn++++=comprehension,
, ^zz++++=EXTRAWORD
formulating ^jj++++=formulating
the ^ati++++=the
following ^jj+atrb+++=following
hypothesis ^nn++++=hypothesis:
: ^zz++++=EXTRAWORD
