The ^ati++++=The
Cerrado ^np+++??+=Cerrado
is ^vbz+bez+aux++=is
considered ^vpsv++agls+xvbnx+=considered
the ^ati++++=the
second ^od++++=second
largest ^jjt+atrb+++=largest
biome ^nn+++??+=biome
in ^in++++=in
South ^np+pl+++=South
America ^np++++=America
and ^cc++++=and
is ^vbz+bez+aux++=is
located ^vpsv++agls+xvbnx+=located
in ^in++++=in
the ^ati++++=the
Central ^jj+atrb+++=Central
Plateau ^nn++++=Plateau
of ^in++++=of
Brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
area ^nn++++=area
covers ^vbz++++=covers
the ^ati++++=the
States ^nns++++=States
of ^in++++=of
Goi ^np+++??+=Goi
s ^zz++++=s,
, ^zz++++=EXTRAWORD
Tocantins ^np+++??+=Tocantins,
, ^zz++++=EXTRAWORD
Bahia ^np+++??+=Bahia,
, ^zz++++=EXTRAWORD
Mato ^np+++??+=Mato
Grosso ^np+++??+=Grosso,
, ^zz++++=EXTRAWORD
Mato ^np+++??+=Mato
Grosso ^np+++??+=Grosso
do ^vb+do+vrb++=do
Sul ^np+++??+=Sul,
, ^zz++++=EXTRAWORD
Maranh ^np+++??+=Maranh
o ^zz++++=o,
, ^zz++++=EXTRAWORD
Piau ^np+++??+=Piau
, ^zz++++=,
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
Minas ^np+++??+=Minas
Gerais ^np+++??+=Gerais,
, ^zz++++=EXTRAWORD
Distrito ^np+++??+=Distrito
Federal ^jj++++=Federal,
, ^zz++++=EXTRAWORD
Rond ^np+++??+=Rond
nia ^nn+++??+=nia
and ^cc++++=and
Paran ^np+++??+=Paran
. ^zz++++=.
This ^dt+dem+++=This
biome ^nn+++??+=biome
is ^vbz+bez+vrb++=is
characterized ^nn+++??+=characterized
by ^in++++=by
physiognomies ^nns+++??+=physiognomies
that ^tht+rel+obj++=that
encompass ^nns+++??+=encompass
savanna ^nn+++??+=savanna
and ^cc++++=and
grassland ^nn++++=grassland
forest ^nn++++=forest
formations ^nns++++=formations,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
mixed ^jj+atrb++xvbn+=mixed
presence ^nn++++=presence
of ^in++++=of
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
shrubs ^nns++++=shrubs
and ^cc++++=and
undergrowth ^nn++++=undergrowth
vegetation ^nn++++=vegetation,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
rainy ^jj+atrb+++=rainy
tropical ^jj+atrb+++=tropical
climate ^nn++++=climate
with ^in++++=with
hot ^jj+atrb+++=hot
summer ^nn++++=summer
and ^cc++++=and
dry ^jj+atrb+++=dry
winter ^nn++++=winter
( ^zz++++=(Ribeiro
ribeiro ^nn+++??+=EXTRAWORD
& ^zz++++=&
walter ^np++++=Walter
1998 ^cd+date+++=1998,
, ^zz++++=EXTRAWORD
klink ^np++++=Klink
& ^zz++++=&
machado ^np++++=Machado
2005 ^cd++++=2005).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
