The ^ati++++=The
methodological ^jj+atrb+++=methodological
procedure ^nn++++=procedure
was ^vbd+bedz+aux++=was
carried ^vpsv++agls+xvbnx+=carried
out ^rp+pl+++=out
from ^in++++=from
March ^nr++++=March
to ^to++++=to
30 ^cd++++=30
April ^nr++++=April
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
following ^nn++++=following
guiding ^vwbg+++xvbg+=guiding
question ^nn++++=question,
, ^zz++++=EXTRAWORD
elaborated ^j+++xvbn+=elaborated
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
acronym ^nn+++??+=acronym
Peco ^np+++??+=PECO
[ ^zz++++=[12]:
12 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
: ^zz++++=EXTRAWORD
Deficiency ^nn++++=Deficiency
of ^in++++=of
vitamin ^nn++++=vitamin
A ^at++++=A,
, ^zz++++=EXTRAWORD
D ^zz++++=D,
, ^zz++++=EXTRAWORD
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
zinc ^nn++++=zinc
or ^cc++++=or
folate ^nn+++??+=folate
in ^in++++=in
individuals ^nns++++=individuals
with ^in++++=with
respiratory ^jj+atrb+++=respiratory
infections ^nns++++=infections
with ^in++++=with
manifestations ^nns++++=manifestations
similar ^jj++++=similar
to ^in++++=to
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
leads ^nns++++=leads
to ^in++++=to
a ^at++++=a
worse ^jjr+atrb+++=worse
prognosis ^nn++++=prognosis
when ^wrb+who+++=when
compared ^vbd+++xvbn+=compared
to ^in++++=to
those ^dt+dem+++=those
without ^in++++=without
deficiency ^nn++++=deficiency?
? ^zz++++=EXTRAWORD
. ^zz++++=.
