The ^ati++++=The
main ^jjb+atrb+++=main
difficulty ^nn++++=difficulty
in ^in++++=in
assessing ^xvbg+++xvbg+=assessing
the ^ati++++=the
effectiveness ^nn++++=effectiveness
of ^in++++=of
the ^ati++++=the
Sds ^np+++??+=SDS
adopted ^vbd+++xvbn+=adopted
in ^in++++=in
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo
stems ^nns++++=stems
from ^in++++=from
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
the ^ati++++=the
amount ^nn++++=amount
of ^in++++=of
tests ^nns++++=tests
performed ^vwbn+++xvbn+=performed
in ^in++++=in
the ^ati++++=the
state ^nn++++=state
is ^vbz+bez+vrb++=is
small ^jj+pred+++=small,
, ^zz++++=EXTRAWORD
with ^in++++=with
91,552 ^cd++++=91,552
Pcr ^np+++??+=PCR
test ^nn++++=test
kits ^nns+++??+=kits
supplied ^vbd+++xvbn+=supplied
to ^in++++=to
the ^ati++++=the
state ^nn++++=state
by ^in++++=by
the ^ati++++=the
Brazilian ^jj+atrb+++=Brazilian
Ministry ^nn++++=Ministry
of ^in++++=of
Health ^nn++++=Health
until ^in++++=until
May ^md+pos+++=May
1st ^cd++++=1st,
, ^zz++++=EXTRAWORD
20206 ^cd++++=20206.
. ^zz++++=EXTRAWORD
Instituto ^np+++??+=Instituto
Butantan ^np+++??+=Butantan,
, ^zz++++=EXTRAWORD
the ^ati++++=the
organization ^nn++++=organization
responsible ^jj++++=responsible
for ^in++++=for
coordinating ^jj++++=coordinating
the ^ati++++=the
testing ^jj+++xvbg+=testing
in ^in++++=in
the ^ati++++=the
state ^nn++++=state,
, ^zz++++=EXTRAWORD
informed ^vb+++xvbn+=informed
that ^tht+vcmp+++=that
35,600 ^cd++++=35,600
Pcr ^np+++??+=PCR
tests ^nns++++=tests
were ^vbd+bed+aux++=were
performed ^vpsv++agls+xvbnx+=performed
on ^in++++=on
April ^nr++++=April
22nd7 ^cd++++=22nd7.
. ^zz++++=EXTRAWORD
Considering ^vbg+++xvbg+=Considering
the ^ati++++=the
42 ^cd++++=42-mil
- ^zz++++=EXTRAWORD
mil ^nn+++??+=EXTRAWORD
lion ^nn++++=lion
people ^nns++++=people
in ^in++++=in
the ^ati++++=the
state ^nn++++=state,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
translates ^vbz+++??+=translates
into ^in++++=into
85 ^cd++++=85
tests ^nns++++=tests
per ^in++++=per
100 ^cd++++=100
thousand ^cd++++=thousand
people ^nns++++=people;
; ^zz++++=EXTRAWORD
considering ^vbg+++xvbg+=considering
the ^ati++++=the
whole ^jj+atrb+++=whole
country ^nn++++=country,
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil
occupies ^vbz++++=occupies
the ^ati++++=the
133rd ^cd++++=133rd
position ^nn++++=position
among ^in++++=among
the ^ati++++=the
countries ^nns++++=countries
that ^tht+rel+obj++=that
test ^nn++++=test
for ^in++++=for
Covid ^np+++??+=COVID-198.
- ^zz++++=EXTRAWORD
198 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn++++=addition,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
delay ^nn++++=delay
of ^in++++=of
several ^ap++++=several
weeks ^nns++++=weeks
between ^in++++=between
collecting ^xvbg+++xvbg+=collecting
the ^ati++++=the
sam ^nn++++=sam
ples ^nns+++??+=ples
and ^cc++++=and
obtaining ^vbg+++xvbg+=obtaining
the ^ati++++=the
results ^nns++++=results
in ^in++++=in
the ^ati++++=the
initial ^jj+atrb+++=initial
phase ^nn++++=phase
of ^in++++=of
the ^ati++++=the
epidemic ^nn++++=epidemic.
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
Brazilian ^jj+atrb+++=Brazilian
author ^nn++++=author
ities ^nns+++??+=ities,
, ^zz++++=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
daily ^jj+atrb+++=daily
briefings ^nns+++??+=briefings
and ^cc++++=and
bulletins ^nns++++=bulletins,
, ^zz++++=EXTRAWORD
inform ^vb++++=inform
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
cases ^nns++++=cases
and ^cc++++=and
deaths ^nns++++=deaths
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
Covid ^vb+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
the ^ati++++=the
date ^nn++++=date
in ^in++++=in
which ^whp+rel+pied++=which
test ^nn++++=test
results ^nns++++=results
were ^vbd+bed+aux++=were
obtained ^vpsv++agls+xvbnx+=obtained,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
date ^nn++++=date
of ^in++++=of
the ^ati++++=the
initial ^jj+atrb+++=initial
symptoms ^nns++++=symptoms
or ^cc++++=or
the ^ati++++=the
date ^nn++++=date
of ^in++++=of
death ^nn++++=death.
. ^zz++++=EXTRAWORD
