The ^ati++++=The
articles ^nns++++=articles
included ^vbd+++xvbn+=included
in ^in++++=in
this ^dt+dem+++=this
review ^nn++++=review
received ^vbd+++xvbn+=received
scores ^nns++++=scores
from ^in++++=from
0 ^zz++++=0
to ^to++++=to
22 ^cd++++=22
points ^nns++++=points,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
initiative ^nn++++=initiative
Strengthening ^vwbg+++xvbg+=Strengthening
the ^ati++++=the
Reporting ^nn++++=Reporting
of ^in++++=of
observational ^jj+atrb+++=Observational
studies ^nns++++=Studies
in ^in++++=in
epidemiology ^np++++=Epidemiology
( ^zz++++=(STROBE)
strobe ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
[ ^zz++++=[16].
16 ^cd++++=EXTRAWORD
]. ^nn++++=EXTRAWORD
