The ^ati++++=The
study ^nn++++=study
by ^in++++=by
Coelho ^np+++??+=Coelho
and ^cc++++=and
Massad17 ^np+++??+=Massad17,
, ^zz++++=EXTRAWORD
held ^j+++xvbn+=held
in ^in++++=in
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
showed ^j+++xvbn+=showed
a ^at++++=a
correlation ^nn++++=correlation
between ^in++++=between
the ^ati++++=the
climatic ^jj+atrb+++=climatic
parameters ^nns++++=parameters
and ^cc++++=and
leptospirosis ^nns+++??+=leptospirosis
incidence ^nn++++=incidence.
. ^zz++++=EXTRAWORD
Oliveira ^np+++??+=Oliveira
et ^&fw++++=et
al.18 ^nn+++??+=al.18
and ^cc++++=and
Pereira ^np+++??+=Pereira
et ^&fw++++=et
al.19 ^jj+++??+=al.19
identified ^jj+++xvbn+=identified
that ^dt+dem+++=that
the ^ati++++=the
disease ^nn++++=disease
incidence ^nn++++=incidence
was ^vbd+bedz+aux++=was
related ^vpsv++agls+xvbnx+=related
to ^in++++=to
rainfall ^nn++++=rainfall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
worth ^in++++=worth
mentioning ^vb+vpub++xvbg+=mentioning
that ^tht+vcmp+++=that
these ^dt+dem+++=these
studies ^nns++++=studies
have ^vb+hv+aux++=have
also ^rb++splt++=also
identified ^vprf+++xvbnx+=identified
the ^ati++++=the
disease ^nn++++=disease
occurring ^vwbg+++xvbg+=occurring
in ^in++++=in
different ^jj+atrb+++=different
seasons ^nns++++=seasons
and ^cc++++=and
pointed ^vpsv++agls+xvbn+=pointed
to ^in++++=to
the ^ati++++=the
need ^nn++++=need
for ^in++++=for
an ^at++++=an
active ^jj+atrb+++=active
search ^nn++++=search
in ^in++++=in
other ^ap++++=other
periods ^nns++++=periods,
, ^zz++++=EXTRAWORD
detecting ^jj++++=detecting
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
other ^ap++++=other
factors ^nns++++=factors
associated ^vbd+++xvbn+=associated
with ^in++++=with
the ^ati++++=the
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
regardless ^rb++++=regardless
of ^in++++=of
the ^ati++++=the
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
