The ^ati++++=The
questionnaire ^nn++++=questionnaire
was ^vbd+bedz+aux++=was
adapted ^vpsv++agls+xvbnx+=adapted
from ^in++++=from
Ross ^np++++=Ross-Hellauer
- ^zz++++=EXTRAWORD
hellauer ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2017)
2017 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
study ^nn++++=study
context ^nn++++=context
and ^cc++++=and
translated ^vpsv++agls+xvbn+=translated
to ^in++++=to
Portuguese ^nn++++=Portuguese
and ^cc++++=and
Spanish ^jj++++=Spanish
by ^in++++=by
the ^ati++++=the
authors ^nns++++=authors
of ^in++++=of
this ^dt+dem+++=this
survey ^nn++++=survey.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
the ^ati++++=the
questionnaire ^nn++++=questionnaire
defines ^vbz++++=defines
its ^pp$+it+++=its
key ^jjb+atrb+++=key
terms ^nns++++=terms
( ^zz++++=(traditional
traditional ^jj+atrb+++=EXTRAWORD
peer ^nn++++=peer
review ^nn++++=review
and ^cc++++=and
each ^dt++++=each
trait ^nn++++=trait
of ^in++++=of
open ^jj+atrb+++=open
peer ^nn++++=peer
review ^nn++++=review)
) ^zz++++=EXTRAWORD
and ^cc++++=and
had ^vb+hv+aux++=had
already ^rb++splt++=already
been ^vprf+ben+aux+xvbnx+=been
pilot ^nn++++=pilot
tested ^vwbn+++xvbn+=tested
and ^cc+phrs+++=and
administered ^vwbn+++xvbn+=administered
by ^in++++=by
Ross ^np++++=Ross-Hellauer
- ^zz++++=EXTRAWORD
hellauer ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2017),
2017 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
opted ^vbd+++xvbn+=opted
for ^in++++=for
pilot ^nn++++=pilot
testing ^vwbg+++xvbg+=testing
only ^rb+down+++=only
the ^ati++++=the
questionnaire ^nn++++=questionnaire
translation ^nn++++=translation
and ^cc++++=and
functionality ^nn+++??+=functionality,
, ^zz++++=EXTRAWORD
by ^in++++=by
reading ^xvbg+++xvbg+=reading
and ^cc++++=and
filling ^xvbg+++xvbg+=filling
it ^pp3+it+++=it
in ^in++++=in
ourselves ^ppls+pp1+++=ourselves
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
asking ^vbg+vsua+++=asking
a ^at++++=a
few ^ap++++=few
colleagues ^nns++++=colleagues
to ^to++++=to
do ^vb+do+vrb++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
