The ^ati++++=The
incidence ^nn++++=incidence,
, ^zz++++=EXTRAWORD
mortality ^nn++++=mortality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lethality ^nn+++??+=lethality
rates ^nns++++=rates
for ^in++++=for
each ^dt++++=each
group ^nn++++=group
were ^vbd+bed+aux++=were
calculated ^vpsv++agls+xvbnx+=calculated,
, ^zz++++=EXTRAWORD
as ^in++++=as
shown ^nn++++=shown
in ^in++++=in
Table ^nn++++=Table
1 ^zz++++=1.
. ^zz++++=EXTRAWORD
To ^to++++=To
facilitate ^vbi++++=facilitate
the ^ati++++=the
interpretation ^nn++++=interpretation
of ^in++++=of
results ^nns++++=results,
, ^zz++++=EXTRAWORD
incidence ^nn++++=incidence
and ^cc++++=and
mortality ^nn++++=mortality
numbers ^nns++++=numbers
are ^vb+ber+aux++=are
presented ^vpsv++agls+xvbnx+=presented
based ^xvbn+++xvbn+=based
on ^in++++=on
100,000 ^cd++++=100,000
inhabitants ^nns++++=inhabitants
and ^cc++++=and
lethality ^nn++++=lethality
numbers ^nns++++=numbers
based ^xvbn+++xvbn+=based
on ^in++++=on
100 ^cd++++=100
cases ^nns++++=cases.
. ^zz++++=EXTRAWORD
