The ^ati++++=The
leptospirosis ^nns+++??+=leptospirosis
incidence ^nn++++=incidence
is ^vbz+bez+vrb++=is
seasonal ^jj+pred+++=seasonal,
, ^zz++++=EXTRAWORD
usually ^rb+down+++=usually
with ^in++++=with
a ^at++++=a
peak ^nn++++=peak
in ^in++++=in
the ^ati++++=the
summer ^nn++++=summer
and ^cc++++=and
fall ^nn++++=fall
in ^in++++=in
temperate ^jj+atrb+++=temperate
climate ^nn++++=climate
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
the ^ati++++=the
rainy ^jj+atrb+++=rainy
seasons ^nns++++=seasons
in ^in++++=in
tropical ^jj+atrb+++=tropical
areas9 ^nn+++??+=areas9.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
considered ^vpsv++agls+xvbnx+=considered
an ^at++++=an
emerging ^jj+atrb++xvbg+=emerging
infectious ^nns+++??+=infectious
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
its ^pp$+it+++=its
burden ^nn++++=burden
is ^vbz+bez+aux++=is
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
worsen ^vbi++++=worsen,
, ^zz++++=EXTRAWORD
in ^in++++=in
both ^abx++++=both
developed ^jj+atrb++xvbn+=developed
and ^cc+phrs+++=and
developing ^jj+atrb++xvbg+=developing
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
as ^ql++++=as
global ^jj+atrb+++=global
climate ^nn++++=climate
changes ^nns++++=changes
cause ^nn++++=cause
more ^rbr++++=more
extreme ^jj+atrb+++=extreme
weather ^nn++++=weather
events ^nns++++=events,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
floods ^nns++++=floods,
, ^zz++++=EXTRAWORD
promoting ^vbg+++xvbg+=promoting
leptospirosis ^nns++++=leptospirosis
outbreaks9,10 ^nn++++=outbreaks9,10.
. ^zz++++=EXTRAWORD
