The ^ati++++=The
first ^od++++=first
study ^vb++++=study
of ^in++++=of
the ^ati++++=the
diversity ^nn++++=diversity
of ^in++++=of
freshwater ^jjb+atrb+++=freshwater
hyphomycetes ^nns+++??+=hyphomycetes
in ^in++++=in
Brazilian ^jj+atrb+++=Brazilian
insular ^nn+++??+=insular
areas ^nns++++=areas
was ^vbd+bedz+aux++=was
conducted ^vpsv++by+xvbnx+=conducted
by ^in++++=by
Moro ^np+++??+=Moro
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2018)
2018 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
Ilhabela ^np+++??+=Ilhabela
State ^nn++++=State
Park ^npl++++=Park
( ^zz++++=(PEIb).
peib ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
same ^ap++++=same
island ^nn++++=island,
, ^zz++++=EXTRAWORD
two ^cd++++=two
new ^jj+atrb+++=new
species ^nns++++=species
of ^in++++=of
freshwater ^jjb++++=freshwater
Hyphomycetes ^np+++??+=Hyphomycetes,
, ^zz++++=EXTRAWORD
Polylobastipora ^np+++??+=Polylobastipora
setulosa ^nn+++??+=setulosa
( ^zz++++=(Moro
moro ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2015a ^cd++++=2015a)
) ^zz++++=EXTRAWORD
and ^cc++++=and
Campylospora ^np+++??+=Campylospora
brasiliensis ^nns+++??+=brasiliensis
( ^zz++++=(Moro
moro ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2015b ^cd++++=2015b)
) ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
described ^vpsv++agls+xvbnx+=described,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
the ^ati++++=the
first ^od++++=first
report ^vb++++=report
from ^in++++=from
Brazil ^np++++=Brazil
Peyronelina ^np+++??+=Peyronelina
glomerulata ^nn+++??+=glomerulata
Pj ^np+++??+=PJ
Fisher ^np++++=Fisher,
, ^zz++++=EXTRAWORD
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Webster ^np++++=Webster
& ^zz++++=&
df ^np++++=DF
kane ^np++++=Kane
( ^zz++++=(Moro
moro ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2015c ^cd++++=2015c).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
