The ^ati++++=The
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
questions ^nns++++=questions
were ^vbd+bed+aux++=were
presented ^vpsv++agls+xvbnx+=presented
in ^in++++=in
a ^at++++=a
Likert ^np+++??+=Likert
format ^nn++++=format
in ^in++++=in
five ^cd++++=five
categories ^nns++++=categories
of ^in++++=of
responses ^nns++++=responses
( ^zz++++=(never,
never ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
occasionally ^rb+cnj+++=occasionally,
, ^zz++++=EXTRAWORD
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
time ^nn++++=time).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
authors ^nns++++=authors,
, ^zz++++=EXTRAWORD
scores ^nns++++=scores
range ^nn++++=range
from ^in++++=from
0 ^zz++++=0
to ^to++++=to
100 ^cd++++=100
indicating ^vbg+vprv++xvbg+=indicating
mild ^jj++++=mild
to ^in++++=to
moderate ^jj+atrb+++=moderate
distress ^nn++++=distress
( ^zz++++=(between
between ^in++++=EXTRAWORD
28 ^cd++++=28
and ^cc++++=and
51 ^cd++++=51)
) ^zz++++=EXTRAWORD
and ^cc++++=and
severe ^jj+atrb+++=severe
distress ^nn++++=distress
( ^zz++++=(
52 ^cd++++=52).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Cpdi ^np+++??+=CPDI
content ^nn++++=content
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
validated ^nn+++??+=validated
by ^in++++=by
Psychiatrists ^nns++++=Psychiatrists
from ^in++++=from
the ^ati++++=the
Shanghai ^np+++??+=Shanghai
Mental ^jj+atrb+++=Mental
Health ^nn++++=Health
Center ^np+++??+=Center
considering ^vwbg+++xvbg+=considering
its ^pp$+it+++=its
Cronbach ^np+++??+=Cronbach
s ^zz++++=s
alpha ^nn++++=alpha
0.95 ^nn+++??+=0.95
( ^zz++++=(p<0.001)
p<0.001 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(Qiu,
qiu ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Shen ^np+++??+=Shen,
, ^zz++++=EXTRAWORD
Zhao ^np+++??+=Zhao,
 ^zz++++=EXTRAWORD
Wang ^np++++=Wang,
 ^zz++++=EXTRAWORD
Xie ^np++++=Xie
 ^zz++++=&
Xu ^np++++=Xu,
 ^zz++++=EXTRAWORD
020 ^cd++++=2020).
	 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
