As ^in++++=As
argued ^nn++++=argued
in ^in++++=in
section ^nn++++=section
1.3 ^cd++++=1.3,
, ^zz++++=EXTRAWORD
the ^ati++++=the
appositive ^nn+++??+=appositive
in ^in++++=in
( ^zz++++=(52)
52 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
Cp ^np+++??+=CP
( ^zz++++=(what
what ^wdt+who+++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
called ^vprf+++xvbnx+=called
here ^rn+pl+++=here
a ^at++++=a
Dp ^np+++??+=DP-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
Cp ^np+++??+=CP),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
directly ^rb++++=directly
selected ^vpsv++by+xvbn+=selected
by ^in++++=by
the ^ati++++=the
matrix ^nn++++=matrix
verb ^nn++++=verb,
, ^zz++++=EXTRAWORD
juxtaposed ^nn+++??+=juxtaposed
to ^in++++=to
the ^ati++++=the
nominal ^jj+atrb+++=nominal
anchor ^nn++++=anchor
uma ^nn+++??+=uma
s ^zz++++=s
coisa ^nn+++??+=coisa
. ^zz++++=.
This ^dt+pdem+++=This
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
the ^ati++++=the
Wh ^np+++??+=Wh-sentence
- ^zz++++=EXTRAWORD
sentence ^nn++++=EXTRAWORD
in ^in++++=in
( ^zz++++=(47)
47 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
might ^md+pos+++=might
also ^rb++++=also
be ^vb+be+vrb++=be
juxtaposed ^nn+++??+=juxtaposed
to ^in++++=to
the ^ati++++=the
nominal ^jj+atrb+++=nominal
Um ^uh++++=Um
f ^zz++++=f
teu ^nn+++??+=teu
. ^zz++++=.
Ordinary ^jj+atrb+++=Ordinary
appositive ^nn+++??+=appositive
relatives ^nns++++=relatives
are ^vb+ber+aux++=are
supposed ^vpsv++agls+xvbnx+=supposed
to ^to+vcmp+++=to
work ^vb++++=work
differently ^rb++++=differently;
; ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
an ^at++++=an
appositive ^nn+++??+=appositive
relative ^jj+atrb+++=relative
clause ^nn++++=clause
cannot ^md+pos+not++=cannot
be ^vb+be+vrb++=be
juxtaposed ^nn+++??+=juxtaposed
to ^in++++=to
the ^ati++++=the
anchor ^nn++++=anchor,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
anchor ^nn++++=anchor
is ^vbz+bez+vrb++=is
the ^ati++++=the
nominal ^nn++++=nominal
being ^vwbg+beg++xvbg+=being
relativized ^nn+++??+=relativized,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
raised ^vpsv++agls+xvbnx+=raised
from ^in++++=from
within ^in++++=within
the ^ati++++=the
relative ^jj+atrb+++=relative
clause ^nn++++=clause
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
kayne ^np++++=Kayne,
, ^zz++++=EXTRAWORD
1994 ^cd+date+++=1994;
; ^zz++++=EXTRAWORD
bianchi ^np++++=Bianchi,
, ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
