The ^ati++++=The
Kapetanios ^np+++??+=Kapetanios,
, ^zz++++=EXTRAWORD
Shin ^nn++++=Shin
& ^zz++++=&
Snell ^np+++??+=Snell
( ^zz++++=(KSS)
kss ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(2006)
2006 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Cointegration ^np+++??+=Cointegration
Test ^nn++++=Test
from ^in++++=from
the ^ati++++=the
nonlinear ^nn+++??+=nonlinear
cointegration ^nn+++??+=cointegration
tests ^nns++++=tests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Banerjee ^np+++??+=Banerjee,
, ^zz++++=EXTRAWORD
Ar ^np+++??+=Ar
abi ^nn+++??+=abi
& ^zz++++=&
Lee ^np++++=Lee
( ^zz++++=(2017)
2017 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Fourier ^np++++=Fourier
Cointegration ^np+++??+=Cointegration
Test ^nn++++=Test
from ^in++++=from
the ^ati++++=the
cointegration ^nn+++??+=cointegration
tests ^nns++++=tests
based ^vwbn+++xvbn+=based
on ^in++++=on
Fourier ^np++++=Fourier
functions ^nns++++=functions,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
used ^vpsv++agls+xvbnx+=used
in ^in++++=in
the ^ati++++=the
analysis ^nn++++=analysis,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
explained ^vbd+vpub++xvbn+=explained
in ^in++++=in
this ^dt+dem+++=this
part ^nn++++=part.
. ^zz++++=EXTRAWORD
