The ^ati++++=The
hegemony ^nn++++=hegemony
of ^in++++=of
English ^nn++++=English
in ^in++++=in
science ^nn++++=science
has ^vbz+hvz+aux++=has
imposed ^vprf+++xvbnx+=imposed
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
this ^dt+dem+++=this
language ^nn++++=language
on ^in++++=on
scientific ^jj+atrb+++=scientific
communication ^nn++++=communication.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
native ^jj+atrb+++=native
languages ^nns++++=languages
is ^vbz+bez+vrb++=is
essential ^jj++++=essential
to ^to+jcmp+++=to
communicate ^vbi++++=communicate
the ^ati++++=the
results ^nns++++=results
of ^in++++=of
research ^nn++++=research
in ^in++++=in
some ^dti++++=some
local ^jj+atrb+++=local
and ^cc+phrs+++=and
regional ^jj+atrb+++=regional
communities ^nns++++=communities,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
in ^in++++=in
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
Public ^nn++++=Public
and ^cc++++=and
Collective ^jj+atrb+++=Collective
Health ^nn++++=Health.
. ^zz++++=EXTRAWORD
In ^in++++=In
recent ^jj+atrb+++=recent
years ^nns++++=years,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
growing ^jj+atrb++xvbg+=growing
interest ^nn++++=interest
among ^in++++=among
the ^ati++++=the
scientific ^jj+atrb+++=scientific
community ^nn++++=community
in ^in++++=in
examining ^xvbg+++xvbg+=examining
and ^cc++++=and
recommending ^xvbg+++xvbg+=recommending
the ^ati++++=the
responsible ^jj+atrb+++=responsible
use ^nn++++=use
of ^in++++=of
indicators ^nns++++=indicators
in ^in++++=in
evaluation ^nn++++=evaluation.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
result ^nn++++=result
of ^in++++=of
this ^dt+dem+++=this
trend ^nn++++=trend,
, ^zz++++=EXTRAWORD
a ^at++++=a
series ^nn++++=series
of ^in++++=of
documents ^nns++++=documents
with ^in++++=with
high ^jj++++=high-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
positioning ^nn++++=positioning
[ ^zz++++=[37-41]
37 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
41 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
published ^vpsv++agls+xvbnx+=published
and ^cc++++=and
some ^dti++++=some
of ^in++++=of
them ^pp3o+pp3+++=them
highlight ^nn++++=highlight
the ^ati++++=the
importance ^nn++++=importance
of ^in++++=of
publishing ^nn++++=publishing
in ^in++++=in
the ^ati++++=the
native ^jj+atrb+++=native
language ^nn++++=language
