The ^ati++++=The
sample ^nn++++=sample
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
75.9 ^cd++++=75.9%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
1549 ^cd++++=1549)
) ^zz++++=EXTRAWORD
female ^nn++++=female
participants ^nns++++=participants
and ^cc++++=and
24.1 ^cd++++=24.1%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
493 ^cd++++=493)
) ^zz++++=EXTRAWORD
male ^jj++++=male,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
median ^jjb+atrb+++=median
age ^nn++++=age
of ^in++++=of
30 ^cd++++=30
years ^nns++++=years,
, ^zz++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
28.5 ^cd++++=28.5%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
582 ^cd++++=582)
) ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
aged ^jj+pred+++=aged
up ^rp++++=up
to ^to++++=to
24 ^cd++++=24
years ^nns++++=years,
, ^zz++++=EXTRAWORD
23.6 ^cd++++=23.6%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
482 ^cd++++=482)
) ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
between ^in++++=between
25 ^cd++++=25
and ^cc++++=and
30 ^cd++++=30
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
23.1 ^cd++++=23.1%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
472 ^cd++++=472)
) ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
between ^in++++=between
31 ^cd++++=31
and ^cc++++=and
39 ^cd++++=39
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
24.8 ^cd++++=24.8%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
506 ^cd++++=506),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
over ^in++++=over
39 ^cd++++=39.
. ^zz++++=EXTRAWORD
Regarding ^in++++=Regarding
skin ^nn++++=skin
color ^nn+++??+=color,
, ^zz++++=EXTRAWORD
45.5 ^cd++++=45.5%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
929 ^cd++++=929)
) ^zz++++=EXTRAWORD
declared ^vbd+vpub++xvbn+=declared
to ^to++++=to
be ^vbi++vrb++=be
brown ^jj+pred+++=brown,
, ^zz++++=EXTRAWORD
44.1 ^cd++++=44.1%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
900 ^cd++++=900)
) ^zz++++=EXTRAWORD
white ^jj++++=white,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
10.4 ^cd++++=10.4%
% ^zz++++=EXTRAWORD
black ^jj++++=black
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
212 ^cd++++=212).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
participants ^nns++++=participants
( ^zz++++=(87.7%;
87.7 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
n ^zz++++=n
= ^zz++++==
1790 ^cd+date+++=1790)
) ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
live ^vb++++=live
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
shared ^j+++xvbn+=shared
their ^pp$+pp3+++=their
residence ^nn++++=residence
with ^in++++=with
someone ^pn++++=someone
( ^zz++++=(family
family ^nn++++=EXTRAWORD
member ^nn++++=member
or ^cc++++=or
friend ^nn++++=friend).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Regarding ^in++++=Regarding
education ^nn++++=education,
, ^zz++++=EXTRAWORD
82.8 ^cd++++=82.8%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
1691 ^cd+date+++=1691)
) ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
higher ^jjr+atrb+++=higher
education ^nn++++=education
degree ^nn++++=degree
( ^zz++++=(completed
completed ^vwbn+++xvbn+=EXTRAWORD
or ^cc++++=or
students ^nns++++=students)
) ^zz++++=EXTRAWORD
and ^cc++++=and
17.2 ^cd+date+++=17.2%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
351 ^cd++++=351)
) ^zz++++=EXTRAWORD
up ^in+cmpx+++=up
to ^in"++++=to
a ^at++++=a
secondary ^jj+atrb+++=secondary
education ^nn++++=education
level ^nn++++=level.
. ^zz++++=EXTRAWORD
Regarding ^in++++=Regarding
income ^nn++++=income,
, ^zz++++=EXTRAWORD
72.6 ^cd++++=72.6%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
1483 ^cd++++=1483)
) ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
steady ^jj+atrb+++=steady
income ^nn++++=income,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
27.4 ^cd++++=27.4%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
559 ^cd++++=559)
) ^zz++++=EXTRAWORD
declared ^vbd+vpub+tht0+xvbn+=declared
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
have ^vb+hv+vrb++=have
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
participants ^nns++++=participants
perceived ^vwbn+vprv++xvbn+=perceived
themselves ^ppls+pp3+++=themselves
