The ^ati++++=The
analysis ^nn++++=analysis
of ^in++++=of
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
citations ^nn++++=citations
made ^vbd+++xvbn+=made
in ^in++++=in
the ^ati++++=the
native ^jj+atrb+++=native
language ^nn++++=language
of ^in++++=of
the ^ati++++=the
author ^nn++++=author
s ^zz++++=s
country ^nn++++=country
revealed ^vbd+vprv++xvbn+=revealed
that ^tht+vcmp+++=that
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
linear ^jj+atrb+++=linear
relationship ^nn++++=relationship
between ^in++++=between
the ^ati++++=the
percentage ^nn++++=percentage
of ^in++++=of
publications ^nns++++=publications
and ^cc++++=and
their ^pp$+pp3+++=their
impact ^nn++++=impact
on ^in++++=on
their ^pp$+pp3+++=their
native ^jj+atrb+++=native
language ^nn++++=language.
. ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil
and ^cc++++=and
the ^ati++++=the
Usa ^np++++=USA
publish ^vb++++=publish
the ^ati++++=the
least ^rbt++++=least
amount ^nn++++=amount
of ^in++++=of
research ^nn++++=research
in ^in++++=in
their ^pp$+pp3+++=their
own ^ap++++=own
language ^nn++++=language
and ^cc++++=and
have ^vb+hv+vrb++=have
a ^at++++=a
more ^rbr++++=more
substantial ^jj+atrb+++=substantial
audience ^nn++++=audience
in ^in++++=in
other ^ap++++=other
languages ^nns++++=languages.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
Colombia ^np+++??+=Colombia,
, ^zz++++=EXTRAWORD
Cuba ^np++++=Cuba,
, ^zz++++=EXTRAWORD
Spain ^np++++=Spain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Peru ^np++++=Peru
publish ^vb++++=publish
the ^ati++++=the
most ^ap+emph+++=most
in ^in++++=in
their ^pp$+pp3+++=their
native ^jj+atrb+++=native
language ^nn++++=language
and ^cc++++=and,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
an ^at++++=an
impact ^nn++++=impact
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
predominantly ^rb++++=predominantly
in ^in++++=in
Spanish ^nn++++=Spanish.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+aux++=have
also ^rb++splt++=also
noticed ^vprf+++xvbnx+=noticed
that ^tht+vcmp+++=that
in ^in++++=in
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
Spain ^np++++=Spain
and ^cc++++=and
the ^ati++++=the
Usa ^np++++=USA,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
lowest ^jjt+atrb+++=lowest
impact ^nn++++=impact
is ^vbz+bez+aux++=is
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
Scielo ^np+++??+=SciELO,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
citations ^vbz+++??+=citations
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
outside ^jjb++++=outside
the ^ati++++=the
domain ^nn++++=domain
of ^in++++=of
Scielo ^np+++??+=SciELO
Ci ^np+++??+=CI.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Latin ^jj+atrb+++=Latin
American ^jj+atrb+++=American
countries ^nns++++=countries
were ^vbd+bed+vrb++=were
notable ^jj+pred+++=notable
for ^in++++=for
the ^ati++++=the
extent ^nn++++=extent
of ^in++++=of
their ^pp$+pp3+++=their
impact ^nn++++=impact
in ^in++++=in
this ^dt+dem+++=this
research ^nn++++=research
area ^nn++++=area
( ^zz++++=(about
about ^in++++=EXTRAWORD
two ^cd++++=two-thirds
- ^zz++++=EXTRAWORD
thirds ^nns+++??+=EXTRAWORD
of ^in++++=of
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
obtain ^vb++++=obtain
from ^in++++=from
the ^ati++++=the
wos ^np++++=WoS
platform ^nn++++=platform).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
