The ^ati++++=The
species ^nn++++=species
is ^vbz+bez+aux++=is
present ^vb++++=present
in ^in++++=in
samples ^nns++++=samples
corresponding ^vwbg+++xvbg+=corresponding
to ^in++++=to
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
Mid ^jjb++++=Mid-Holocene,
- ^zz++++=EXTRAWORD
holocene ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
from ^in++++=from
6.000 ^cd++++=6.000
cal ^nn+++??+=cal.
. ^zz++++=EXTRAWORD
yr ^nn+++??+=yr
Bp ^np+++??+=BP
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
core ^nn++++=core
top ^jjb++++=top.
. ^zz++++=EXTRAWORD
Current ^jj+atrb+++=Current
study ^nn++++=study
represents ^vbz++++=represents
the ^ati++++=the
first ^od++++=first
report ^vb++++=report
of ^in++++=of
this ^dt+dem+++=this
species ^nn++++=species
occurrence ^nn++++=occurrence
in ^in++++=in
the ^ati++++=the
brazilian ^jj+atrb+++=Brazilian
amazon ^np++++=Amazon.
. ^zz++++=EXTRAWORD
