The ^ati++++=The
percentages ^nns++++=percentages
in ^in++++=in
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
1 ^zz++++=1
were ^vbd+bed+aux++=were
only ^rb+down+splt++=only
calculated ^vpsv++agls+xvbnx+=calculated
in ^in++++=in
cases ^nns++++=cases
where ^wrb+who+++=where
the ^ati++++=the
country ^nn++++=country
had ^vbd+hvd+aux++=had
published ^vprf+++xvbnx+=published
at ^in++++=at
least ^ql++++=least
50 ^cd++++=50
articles ^nns++++=articles
in ^in++++=in
that ^dt+dem+++=that
language ^nn++++=language.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can
thus ^rb+cnj+++=thus
be ^vb+be+aux++=be
observed ^vpsv++agls+xvbnx+=observed
that ^tht+vcmp+++=that
Brazil ^np++++=Brazil
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^ap+down+++=only
country ^nn++++=country
that ^tht+rel+subj++=that
met ^vprf+++xvbn+=met
this ^dt+dem+++=this
criterion ^nn++++=criterion
in ^in++++=in
Portuguese ^nn++++=Portuguese.
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn++++=addition,
, ^zz++++=EXTRAWORD
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
1 ^zz++++=1-A
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
shows ^vbz+vprv+++=shows
that ^tht+vcmp+++=that
Brazil ^np++++=Brazil
achieves ^vbz++++=achieves
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
impact ^nn++++=impact
in ^in++++=in
its ^pp$+it+++=its
own ^ap++++=own
language ^nn++++=language
( ^zz++++=(55.7%)
55.7 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
by ^in++++=by
publishing ^xvbg+++xvbg+=publishing
in ^in++++=in
Portuguese ^nn++++=Portuguese.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
articles ^nns++++=articles
are ^vb+ber+aux++=are
published ^vpsv++agls+xvbnx+=published
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
the ^ati++++=the
impact ^nn++++=impact
on ^in++++=on
its ^pp$+it+++=its
own ^ap++++=own
language ^nn++++=language
is ^vbz+bez+vrb++=is
47.9 ^cd++++=47.9%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
34.4 ^cd++++=34.4%
% ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
published ^vpsv++agls+xvbn+=published
in ^in++++=in
spanish ^nn++++=Spanish.
. ^zz++++=EXTRAWORD
