The ^ati++++=The
matriarchy ^nn+++??+=matriarchy
was ^vbd+bedz+aux++=was
positively ^rb++splt++=positively
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
the ^ati++++=the
rates ^nns++++=rates
of ^in++++=of
femicide ^nn+++??+=femicide
in ^in++++=in
Sergipe ^np++++=Sergipe's
's ^$++++=EXTRAWORD
municipalities ^nns+++??+=municipalities
in ^in++++=in
the ^ati++++=the
period ^nn++++=period
studied ^vbd+++xvbn+=studied.
. ^zz++++=EXTRAWORD
Suggesting ^vbg+vpub++xvbg+=Suggesting
that ^tht+vcmp+++=that
the ^ati++++=the
change ^nn++++=change
in ^in++++=in
traditional ^jj+atrb+++=traditional
gender ^nn++++=gender
roles ^nns++++=roles
is ^vbz+bez+vrb++=is
a ^at++++=a
potential ^jj+atrb+++=potential
generator ^nn++++=generator
of ^in++++=of
conflicts ^nns++++=conflicts
for ^in++++=for
challenging ^xvbg+++xvbg+=challenging
the ^ati++++=the
patriarchal ^jj++++=patriarchal
thinking ^jj+++xvbg+=thinking
of ^in++++=of
society ^nn++++=society
2,3 ^cd++++=2,3.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
the ^ati++++=the
achievement ^nn++++=achievement
of ^in++++=of
women ^nns++++=women's
's ^$++++=EXTRAWORD
socioeconomic ^nn+++??+=socioeconomic
autonomy ^nn++++=autonomy
in ^in++++=in
patriarchal ^jj+atrb+++=patriarchal
societies ^nns++++=societies
is ^vbz+bez+vrb++=is
able ^jj+pred+++=able
to ^to+jcmp+++=to
tension ^vb++++=tension
traditional ^jj+atrb+++=traditional
gender ^nn++++=gender
patterns ^nns++++=patterns,
, ^zz++++=EXTRAWORD
increasing ^jj++++=increasing
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
feminicide ^nn++++=feminicide
37,38 ^cd++++=37,38.
. ^zz++++=EXTRAWORD
