The ^ati++++=The
null ^jj+atrb+++=null
hypothesis ^nn++++=hypothesis
indicating ^vwbg+vprv++xvbg+=indicating
the ^ati++++=the
linearity ^nn+++??+=linearity
and ^cc++++=and
the ^ati++++=the
alternative ^jj+atrb+++=alternative
hypothesis ^nn++++=hypothesis
indicating ^vwbg+vprv+tht0+xvbg+=indicating
the ^ati++++=the
nonlinearity ^nn+++??+=nonlinearity
is ^vbz+bez+aux++=is
presented ^vbd+++xvbn+=presented
in ^in++++=in
equation ^nn++++=Equation
2 ^zz++++=2
and ^cc++++=and
equation ^nn++++=Equation
3 ^zz++++=3;
; ^zz++++=EXTRAWORD
