The ^ati++++=The
data ^nns++++=data
used ^vwbn+++xvbn+=used
by ^in++++=by
U ^zz++++=U-Multirank
- ^zz++++=EXTRAWORD
multirank ^nn+++??+=EXTRAWORD
to ^to++++=to
classify ^vbi++++=classify
the ^ati++++=the
academic ^jj+atrb+++=academic
Institutions ^nns++++=Institutions
come ^vb++++=come
from ^in+ppvb+++=from
information ^nn++++=information
provided ^vwbn+vsua++xvbn+=provided
by ^in++++=by
questionnaires ^nns++++=questionnaires
submitted ^vwbn+vpub++xvbn+=submitted
by ^in++++=by
the ^ati++++=the
Institutions ^nns++++=Institutions
and ^cc++++=and
open ^jj+atrb+++=open
source ^nn++++=source
databases ^nns+++??+=databases,
, ^zz++++=EXTRAWORD
like ^in++++=like
bibliometric ^nn+++??+=bibliometric
and ^cc++++=and
international ^jj+atrb+++=international
patent ^jj+atrb+++=patent
databases ^nns+++??+=databases,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
also ^rb++++=also
uses ^vbz++++=uses
surveys ^nns++++=surveys
answered ^vwbn+vpub++xvbn+=answered
by ^in++++=by
approximately ^rb+down+++=approximately
145,000 ^cd++++=145,000
students ^nns++++=students.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
information ^nn++++=information
can ^md+pos+++=can
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
at ^rb++++=at:
: ^zz++++=EXTRAWORD
https ^nns++++=https://www.umultirank.org/export/sites/default/press-media/
: ^zz++++=EXTRAWORD
questionnaire_display ^nn++++=questionnaire_display-version.pdf
- ^zz++++=EXTRAWORD
version.pd ^nn++++=EXTRAWORD
and ^cc++++=and
https ^nns++++=https://www.umultirank.org/export
: ^zz++++=EXTRAWORD
media ^nns++++=media/documents/UMR_Studifragebogen_2020_english.pdf.
