The ^ati++++=The
chemical ^jj+atrb+++=chemical
properties ^nns++++=properties
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
integrated ^xvbn+++xvbn+=integrated
samples ^nns++++=samples
( ^zz++++=(table
table ^nn++++=EXTRAWORD
1 ^zz++++=1)
) ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
interpreted ^vpsv++agls+xvbnx+=interpreted
in ^in++++=in
accordance ^nn++++=accordance
with ^in++++=with
Instituto ^np+++??+=Instituto
Agron ^np+++??+=Agron
mico ^nn+++??+=mico
de ^&fw++++=de
Campinas ^np+++??+=Campinas
( ^zz++++=(Raij
raij ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1997 ^cd+date+++=1997)
) ^zz++++=EXTRAWORD
and ^cc++++=and
Embrapa ^np+++??+=Embrapa
( ^zz++++=(Sobral
sobral ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2015 ^cd++++=2015),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
considering ^vbg+++xvbg+=considering
the ^ati++++=the
soil ^nn++++=soil
with ^in++++=with
a ^at++++=a
perennial ^jj+atrb+++=perennial
culture ^nn++++=culture
regarding ^in++++=regarding
the ^ati++++=the
presence ^nn++++=presence
of ^in++++=of
urochloa ^np++++=Urochloa.
. ^zz++++=EXTRAWORD
