The ^ati++++=The
treatment ^nn++++=treatment
of ^in++++=of
geo ^nn+++??+=geo-helminthiasis
- ^zz++++=EXTRAWORD
helminthiasis ^nns+++??+=EXTRAWORD
in ^in++++=in
children ^nns++++=children
in ^in++++=in
the ^ati++++=the
school ^nn++++=school
environment ^nn++++=environment
is ^vbz+bez+vrb++=is
an ^at++++=an
effective ^jj+atrb+++=effective
way ^nn++++=way
for ^in++++=for
controlling ^xvbg+++xvbg+=controlling
these ^dt+dem+++=these
parasites ^nns++++=parasites,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
geo ^nn+++??+=geo-helminths
- ^zz++++=EXTRAWORD
helminths ^vbz+++??+=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
multiply ^vb++++=multiply
in ^in++++=in
the ^ati++++=the
human ^jj+atrb+++=human
host ^nn++++=host
and ^cc++++=and
the ^ati++++=the
administration ^nn++++=administration
of ^in++++=of
broad ^jj++++=broad-spectrum
- ^zz++++=EXTRAWORD
spectrum ^nn+++??+=EXTRAWORD
drugs ^nns++++=drugs
reduces ^vbz++++=reduces
both ^abx++++=both
the ^ati++++=the
prevalence ^nn+++??+=prevalence
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
intensity ^nn++++=intensity
of ^in++++=of
infection ^nn++++=infection
in ^in++++=in
the ^ati++++=the
individual ^nn++++=individual
or ^cc++++=or
in ^in++++=in
the ^ati++++=the
locality ^nn++++=locality
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
live.11 ^vb+++??+=live.11
When ^wrb+who+++=When
selecting ^vbg+++xvbg+=selecting
areas ^nns++++=areas
for ^in++++=for
intervention ^nn++++=intervention,
, ^zz++++=EXTRAWORD
priority ^nn++++=priority
should ^md+nec+++=should
be ^vb+be+aux++=be
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
locations ^nns++++=locations
with ^in++++=with
a ^at++++=a
high ^jj+atrb+++=high
prevalence ^nn+++??+=prevalence
of ^in++++=of
geo ^nn+++??+=geo-helminth
- ^zz++++=EXTRAWORD
helminth ^nn+++??+=EXTRAWORD
infections ^nns++++=infections,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
those ^dt+dem+++=those
with ^in++++=with
poor ^jj+atrb+++=poor
basic ^jj+atrb+++=basic
sanitation ^nn++++=sanitation
conditions ^nns++++=conditions,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
water ^nn++++=water
supply ^nn++++=supply
and ^cc++++=and
sewage ^nn++++=sewage
collection ^nn++++=collection
and ^cc++++=and
treatment ^nn++++=treatment.
. ^zz++++=EXTRAWORD
12 ^cd++++=12
