The ^ati++++=The
trend ^nn++++=trend
in ^in++++=in
hospitalizations ^nns+++??+=hospitalizations
for ^in++++=for
obstetric ^nn+++??+=obstetric
causes ^nns++++=causes
2017 ^cd++++=2017
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
hospitalizations ^nns+++??+=hospitalizations
for ^in++++=for
such ^abl++++=such
causes ^nns++++=causes
increase ^nn++++=increase
with ^in++++=with
the ^ati++++=the
expansion ^nn++++=expansion
of ^in++++=of
care ^nn++++=care
coverage ^nn++++=coverage
at ^in++++=at
this ^dt+dem+++=this
level ^nn++++=level
of ^in++++=of
attention ^nn++++=attention.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
phenomenon ^nn++++=phenomenon
is ^vbz+bez+aux++=is
possibly ^rb++splt++=possibly
related ^vpsv++agls+xvbnx+=related
to ^in++++=to
the ^ati++++=the
increase ^nn++++=increase
in ^in++++=in
access ^nn++++=access
to ^in++++=to
health ^nn++++=health
services ^nns++++=services,
, ^zz++++=EXTRAWORD
leading ^jj+++xvbg+=leading
to ^in++++=to
more ^rbr++++=more
significant ^jj+atrb+++=significant
detection ^nn++++=detection
of ^in++++=of
problems ^nns++++=problems
that ^tht+rel+obj++=that
lead ^nn++++=lead
to ^in++++=to
hospitalization28 ^nn+++??+=hospitalization28.
. ^zz++++=EXTRAWORD
Non ^&fw++++=Non-significant
- ^zz++++=EXTRAWORD
significant ^jj+atrb+++=EXTRAWORD
changes ^nns++++=changes
for ^in++++=for
conditions ^nns++++=conditions
such ^abl++++=such
as ^ql++++=as
anemia ^vb+++??+=anemia
and ^cc++++=and
infections ^nns++++=infections
of ^in++++=of
the ^ati++++=the
nose ^nn++++=nose,
, ^zz++++=EXTRAWORD
ear ^nn++++=ear
and ^cc++++=and
throat ^nn++++=throat
reinforce ^vb++++=reinforce
evidence ^nn++++=evidence
from ^in++++=from
previous ^jj+atrb+++=previous
studies17,20 ^nn+++??+=studies17,20.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
these ^dt+dem+++=these
causes ^nns++++=causes
may ^md+pos+++=may
not ^xnot++not++=not
be ^vb+be+vrb++=be
potentially ^rb++++=potentially
sensitive ^jj+pred+++=sensitive
to ^in++++=to
care ^nn++++=care
at ^in++++=at
this ^dt+dem+++=this
level ^nn++++=level
of ^in++++=of
care ^nn++++=care.
. ^zz++++=EXTRAWORD
