The ^ati++++=The
secondary ^jj+atrb+++=secondary
objective ^nn++++=objective
was ^vbd+bedz+aux++=was
to ^to++++=to
identify ^vbi++++=identify
and ^cc+phrs+++=and
describe ^vb++++=describe
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
topical ^jj+atrb+++=topical
therapies ^nns+++??+=therapies
for ^in++++=for
the ^ati++++=the
management ^nn++++=management
of ^in++++=of
pain ^nn++++=pain
associated ^vbd+++xvbn+=associated
with ^in++++=with
malignant ^jj+atrb+++=malignant
fungating ^nn+++??+=fungating
wounds ^nns++++=wounds
( ^zz++++=(MFW),
mfw ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
to ^in++++=to
document ^nn++++=document
the ^ati++++=the
instruments ^nns++++=instruments
employed ^jj++++=employed
to ^to++++=to
assess ^vbi++++=assess
pain ^nn++++=pain
in ^in++++=in
this ^dt+dem+++=this
context ^nn++++=context.
. ^zz++++=EXTRAWORD
