A ^at++++=A
subjective ^jj+atrb+++=subjective
emotional ^jj+atrb+++=emotional
experience ^nn++++=experience,
, ^zz++++=EXTRAWORD
also ^rb++++=also
referred ^vbd+++xvbn+=referred
to ^in++++=to
as ^ql++++=as
feeling ^jj+++xvbg+=feeling
or ^cc++++=or
sensation ^nn++++=sensation,
, ^zz++++=EXTRAWORD
constitutes ^vbz++++=constitutes
the ^ati++++=the
core ^nn++++=core
component ^nn++++=component
of ^in++++=of
emotion ^nn++++=emotion,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
its ^pp$+it+++=its
objective ^jj+atrb+++=objective
manifestations ^nns++++=manifestations
are ^vb+ber+aux++=are
observed ^vpsv++agls+xvbnx+=observed
through ^in++++=through
influences ^nns++++=influences
on ^in++++=on
behavior ^nn++++=behavior
or ^cc++++=or
physiological ^jj+atrb+++=physiological
signals ^nns++++=signals
from ^in++++=from
the ^ati++++=the
body ^nn++++=body
or ^cc++++=or
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
serve ^vb++++=serve
as ^in++++=as
indirect ^jj+atrb+++=indirect
indicators ^nns++++=indicators
of ^in++++=of
these ^dt+dem+++=these
internal ^jj+atrb+++=internal
experiences ^nns++++=experiences.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
verbal ^jj+atrb+++=verbal
self ^nn++++=self-reports
- ^zz++++=EXTRAWORD
reports ^nns++++=EXTRAWORD
are ^vb+ber+aux++=are
considered ^vpsv++agls+xvbnx+=considered
the ^ati++++=the
most ^ql+emph+++=most
effective ^jj+atrb+++=effective
method ^nn++++=method
for ^in++++=for
accessing ^nn+++??+=accessing
these ^dt+dem+++=these
feelings ^nns++++=feelings
( ^zz++++=(LeDoux
ledoux ^nn+++??+=EXTRAWORD
& ^zz++++=&
Hofmann ^np+++??+=Hofmann,
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Assessments ^nns++++=Assessments
of ^in++++=of
subjective ^jj+atrb+++=subjective
states ^nns++++=states
through ^in++++=through
athletes ^nns+++??+=athletes
verbal ^jj+atrb+++=verbal
reports ^nns++++=reports
can ^md+pos+++=can
provide ^vb+vsua+++=provide
valuable ^jj+atrb+++=valuable
information ^nn++++=information
regarding ^in++++=regarding
their ^pp$+pp3+++=their
psychological ^jj+atrb+++=psychological
conditions ^nns++++=conditions
( ^zz++++=(Bueno
bueno ^np++++=EXTRAWORD
& ^zz++++=&
souza ^np++++=Souza,
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
