Although ^cs+con+++=Although
physical ^jj+atrb+++=physical
education ^nn++++=education
( ^zz++++=(PE)
pe ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
moved ^vprf+++xvbnx+=moved
beyond ^in++++=beyond
a ^at++++=a
narrow ^jj+atrb+++=narrow
focus ^nn++++=focus
on ^in++++=on
physical ^jj+atrb+++=physical
fitness ^nn++++=fitness,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
continues ^vbz++++=continues
to ^to++++=to
be ^vbi+vbi+aux++=be
regarded ^vpsv++agls+xvbnx+=regarded
as ^ql++++=as
a ^at++++=a
fundamental ^jj+atrb+++=fundamental
component ^nn++++=component
of ^in++++=of
basic ^jj+atrb+++=basic
education ^nn++++=education
curricula ^nns++++=curricula.
. ^zz++++=EXTRAWORD
In ^in++++=In
relation ^nn++++=relation
to ^in++++=to
health ^nn++++=health,
, ^zz++++=EXTRAWORD
Pe ^np+++??+=PE
necessitates ^vbz++++=necessitates
the ^ati++++=the
adoption ^nn++++=adoption
of ^in++++=of
critical ^jj+atrb+++=critical
pedagogical ^jj+atrb+++=pedagogical
approaches ^nns++++=approaches.
. ^zz++++=EXTRAWORD
Based ^xvbn+++xvbn+=Based
on ^in++++=on
the ^ati++++=the
existing ^jj+atrb++xvbg+=existing
literature ^nn++++=literature
addressing ^vwbg+++xvbg+=addressing
this ^dt+dem+++=this
topic ^nn++++=topic,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
anticipated ^vpsv++agls+xvbnx+=anticipated
that ^tht+vcmp+++=that
the ^ati++++=the
critical ^jj+atrb+++=critical
integration ^nn++++=integration
of ^in++++=of
the ^ati++++=the
Bncc ^np+++??+=BNCC
( ^zz++++=(Base
base ^nn++++=EXTRAWORD
Nacional ^np+++??+=Nacional
Comum ^np+++??+=Comum
Curricular ^np+++??+=Curricular)
) ^zz++++=EXTRAWORD
within ^in++++=within
the ^ati++++=the
field ^nn++++=field
will ^md+prd+++=will
promote ^vb++++=promote
a ^at++++=a
vision ^nn++++=vision
of ^in++++=of
Pe ^np+++??+=PE
that ^tht+rel+subj++=that
supports ^vbz++++=supports
the ^ati++++=the
cultural ^jj+atrb+++=cultural
development ^nn++++=development
of ^in++++=of
individuals ^nns++++=individuals.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
health ^nn++++=health
can ^md+pos+++=can
be ^vb+be+aux++=be
discussed ^vpsv++agls+xvbnx+=discussed
collectively ^nn+++??+=collectively
by ^in++++=by
considering ^xvbg+++xvbg+=considering
its ^pp$+it+++=its
social ^jj+atrb+++=social
determinants ^nns++++=determinants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cultural ^jj+atrb+++=cultural
practices ^nns++++=practices
of ^in++++=of
the ^ati++++=the
body ^nn++++=body
such ^abl++++=such
as ^ql++++=as
games ^nns++++=games,
, ^zz++++=EXTRAWORD
gymnastics ^nns+++??+=gymnastics,
, ^zz++++=EXTRAWORD
sports ^nns++++=sports,
, ^zz++++=EXTRAWORD
dance ^nn++++=dance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
martial ^jj+atrb+++=martial
arts ^nns++++=arts
can ^md+pos+++=can
serve ^vb++++=serve
as ^ql++++=as
foundational ^vb+++??+=foundational
elements ^nns++++=elements
for ^in++++=for
pedagogical ^jj+atrb+++=pedagogical
practices ^nns++++=practices
in ^in++++=in
Pe ^np+++??+=PE
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
oriented ^nn+++??+=oriented
toward ^in++++=toward
social ^jj+atrb+++=social
transformation ^nn++++=transformation.
. ^zz++++=EXTRAWORD
Ultimately ^rb+cnj+++=Ultimately,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
approach ^nn++++=approach
seeks ^vbz++++=seeks
to ^to+vcmp+++=to
challenge ^vb++++=challenge
prevailing ^vwbg+++xvbg+=prevailing
contemporary ^nn++++=contemporary
discourses ^nns++++=discourses
in ^in++++=in
Pe ^np+++??+=PE,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
the ^ati++++=the
notion ^nn++++=notion
that ^tht+ncmp+++=that
equates ^nns++++=equates
physical ^jj+atrb+++=physical
activity ^nn++++=activity
solely ^rb++++=solely
with ^in++++=with
health ^nn++++=health.
. ^zz++++=EXTRAWORD
