The ^ati++++=The
databases ^nns+++??+=databases
and ^cc++++=and
sources ^nns++++=sources
consulted ^vwbn+++xvbn+=consulted
for ^in++++=for
this ^dt+dem+++=this
research ^nn++++=research
included ^vbd+++xvbn+=included
Cinahl ^np+++??+=CINAHL
( ^zz++++=(EBSCO),
ebsco ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Lilacs ^np+++??+=LILACS
( ^zz++++=(VHL
vhl ^nn+++??+=EXTRAWORD
Regional ^jj+atrb+++=Regional
Portal ^nn++++=Portal),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Embase ^np+++??+=Embase,
, ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus,
, ^zz++++=EXTRAWORD
Web ^nn++++=Web
of ^in++++=of
Science ^nn++++=Science,
, ^zz++++=EXTRAWORD
Medline ^np+++??+=Medline
( ^zz++++=(PubMed),
pubmed ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Cochrane ^np+++??+=Cochrane,
, ^zz++++=EXTRAWORD
Nice ^jj++++=NICE,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Jbisrir ^np+++??+=JBISRIR.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
unpublished ^jj+atrb+++=unpublished
studies ^nns++++=studies
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified
through ^in++++=through
the ^ati++++=the
Open ^jj+atrb+++=Open
Access ^nn++++=Access
Scientific ^jj+atrb+++=Scientific
Repository ^nn++++=Repository
( ^zz++++=(Canada),
canada ^np++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Canadian ^jj+atrb+++=Canadian
Dissertation ^np+++??+=Dissertation
and ^cc++++=and
Thesis ^nn++++=Thesis
Portal ^nn++++=Portal,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Tesis ^np+++??+=Tesis
Doctorales ^np+++??+=Doctorales
Database ^np+++??+=Database
Teseo ^np+++??+=Teseo
( ^zz++++=(Spain),
spain ^np++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Capes ^np+++??+=CAPES
Thesis ^nn++++=Thesis
Bank ^nn++++=Bank
( ^zz++++=(Brazil),
brazil ^np++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
( ^zz++++=(including
including ^in++++=EXTRAWORD
textbooks ^nns++++=textbooks
and ^cc++++=and
congress ^nn++++=congress
proceedings ^nns++++=proceedings),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
european ^jj+atrb+++=European
thesis ^nn++++=Thesis
and ^cc++++=and
dissertation ^np++++=Dissertation
database ^np++++=Database
( ^zz++++=(DART-Europe).
dart ^nn++++=EXTRAWORD
-europe). ^nn++++=EXTRAWORD
