According ^in+cmpx+++=According
to ^in++++=to
Linda ^np++++=Linda
Alexander ^np++++=Alexander
Rodr ^np+++??+=Rodr
guez ^nn+++??+=guez
( ^zz++++=(1992),
1992 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
approximately ^rb+down+++=approximately
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
population ^nn++++=population
was ^vbd+bedz+vrb++=was
indigenous ^jj+pred+++=indigenous
and ^cc+phrs+++=and
practiced ^jj+++xvbn+=practiced
a ^at++++=a
sedentary ^nn+++??+=sedentary
lifestyle ^nn+++??+=lifestyle,
, ^zz++++=EXTRAWORD
with ^in++++=with
diets ^nns++++=diets
primarily ^rb+down+++=primarily
based ^xvbn+++xvbn+=based
on ^in++++=on
grains ^nns++++=grains
and ^cc++++=and
tubers ^nns++++=tubers.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
communities ^nns++++=communities
engaged ^vwbn+++xvbn+=engaged
in ^in++++=in
exchange ^nn++++=exchange
activities ^nns++++=activities,
, ^zz++++=EXTRAWORD
trading ^nvbg+++xvbg+=trading
their ^pp$+pp3+++=their
woven ^vwbn+++xvbn+=woven
textiles ^nns++++=textiles
for ^in++++=for
products ^nns++++=products
such ^abl++++=such
as ^ql++++=as
cow ^np++++=cow's
's ^$++++=EXTRAWORD
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
goats ^nns++++=goats
or ^cc++++=or
cows ^nns++++=cows
for ^in++++=for
meat ^nn++++=meat,
, ^zz++++=EXTRAWORD
poultry ^nn++++=poultry,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
sheep ^nn++++=sheep
wool ^nn++++=wool
( ^zz++++=(Banco
banco ^nn++++=EXTRAWORD
central ^jj++++=Central
del ^&fw++++=del
ecuador ^np++++=Ecuador,
, ^zz++++=EXTRAWORD
1940 ^cd+date+++=1940).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
