A ^at++++=A
Regierungserkl ^np+++??+=Regierungserkl
rung ^vprf+++xvbn+=rung,
, ^zz++++=EXTRAWORD
translated ^j+++xvbn+=translated
here ^rn+pl+++=here
as ^in++++=as
policy ^nn++++=policy
statement ^nn++++=statement
, ^zz++++=,
is ^vbz+bez+aux++=is
typically ^rb++splt++=typically
delivered ^vpsv++by+xvbnx+=delivered
by ^in++++=by
the ^ati++++=the
chancellor ^npt++++=chancellor
at ^in++++=at
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
their ^pp$+pp3+++=their
term ^nn++++=term
as ^in++++=as
an ^at++++=an
inaugural ^jj+atrb+++=inaugural
address ^nn++++=address.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
according ^in++++=according
to ^in++++=to
German ^jj+atrb+++=German
law ^nn++++=law,
, ^zz++++=EXTRAWORD
chancellors ^nns+++??+=chancellors
may ^md+pos+++=may
present ^vb++++=present
a ^at++++=a
Regierungserkl ^np+++??+=Regierungserkl
rung ^vprf+++xvbn+=rung
at ^in++++=at
any ^dti++++=any
point ^nn++++=point
during ^in++++=during
their ^pp$+pp3+++=their
mandate ^nn++++=mandate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
such ^abl++++=such
statements ^nns++++=statements
are ^vb+ber+aux++=are
generally ^rb+down+splt++=generally
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
a ^at++++=a
parliamentary ^jj+atrb+++=parliamentary
debate ^nn++++=debate
( ^zz++++=(Korte,
korte ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2002 ^cd++++=2002,
, ^zz++++=EXTRAWORD
pp ^nns++++=pp.
. ^zz++++=EXTRAWORD
452 ^cd++++=452
453 ^cd++++=453;
; ^zz++++=EXTRAWORD
St ^npt++++=St
we ^pp1a+pp1+++=we,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
21 ^cd++++=21).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
term ^nn++++=term
is ^vbz+bez+aux++=is
composed ^vpsv++agls+xvbnx+=composed
of ^in++++=of
Regierung ^np+++??+=Regierung
( ^zz++++=(
government ^nn++++=government
) ^zz++++=)
and ^cc++++=and
Erkl ^np+++??+=Erkl
rung ^vprf+++xvbn+=rung,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
denotes ^vbz+vsua+++=denotes
both ^abx++++=both
explanation ^nn++++=explanation
and ^cc++++=and
declaration ^nn++++=declaration
. ^zz++++=.
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
the ^ati++++=the
concept ^nn++++=concept
is ^vbz+bez+vrb++=is
inherently ^rb++++=inherently
ambiguous ^jj+pred+++=ambiguous,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
encompasses ^vbz++++=encompasses
both ^abx++++=both
an ^at++++=an
interpretive ^jj++++=interpretive
and ^cc++++=and
justificatory ^nn+++??+=justificatory
account ^nn++++=account
of ^in++++=of
government ^nn++++=government
policy ^nn++++=policy
in ^in++++=in
relation ^nn++++=relation
to ^in++++=to
the ^ati++++=the
current ^jj+atrb+++=current
context ^nn++++=context,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
an ^at++++=an
official ^jj+atrb+++=official
declaration ^nn++++=declaration
or ^cc++++=or
directive ^nn++++=directive
clarification ^nn++++=clarification
regarding ^in++++=regarding
a ^at++++=a
specific ^jj+atrb+++=specific
situation ^nn++++=situation
( ^zz++++=(P
p ^zz++++=EXTRAWORD
rksen ^nn++++=rksen,
, ^zz++++=EXTRAWORD
2003 ^cd++++=2003,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
40 ^cd++++=40).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
