Although ^cs+con+++=Although
the ^ati++++=the
lowest ^jjt++++=lowest-paying
- ^zz++++=EXTRAWORD
paying ^vbg+++xvbg+=EXTRAWORD
jobs ^nns++++=jobs
were ^vbd+bed+aux++=were
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
the ^ati++++=the
production ^nn++++=production
of ^in++++=of
short ^jj+atrb+++=short
underpants ^nns++++=underpants,
, ^zz++++=EXTRAWORD
workers ^nns++++=workers
in ^in++++=in
this ^dt+dem+++=this
category ^nn++++=category
were ^vbd+bed+aux++=were
also ^rb++splt++=also
engaged ^vpsv++agls+xvbnx+=engaged
in ^in++++=in
the ^ati++++=the
manufacture ^nn++++=manufacture
of ^in++++=of
other ^ap++++=other
textile ^nn++++=textile
products ^nns++++=products.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
group ^nn++++=group
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
identified ^vbd+++xvbn+=identified
as ^ql++++=as
having ^jj+++xvbg+=having
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
overall ^jjb+atrb+++=overall
income ^nn++++=income
within ^in++++=within
the ^ati++++=the
sector ^nn++++=sector.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
standard ^jj+atrb+++=standard
work ^nn++++=work
month ^nn++++=month
was ^vbd+bedz+aux++=was
officially ^rb++splt++=officially
set ^vpsv++agls+xvbnx+=set
at ^rb++++=at
25 ^cd++++=25
days ^nns++++=days,
, ^zz++++=EXTRAWORD
the ^ati++++=the
actual ^jj+atrb+++=actual
number ^nn++++=number
of ^in++++=of
days ^nns++++=days
worked ^vbd+++xvbn+=worked
per ^nnu++++=per
month ^nn++++=month
varied ^vbd+++xvbn+=varied
depending ^vbg+++xvbg+=depending
on ^in++++=on
the ^ati++++=the
specific ^jj+atrb+++=specific
productive ^jj+atrb+++=productive
sector ^nn++++=sector.
. ^zz++++=EXTRAWORD
In ^in++++=In
1945 ^cd+date+++=1945,
, ^zz++++=EXTRAWORD
Decree ^vb++++=Decree
1740 ^cd+date+++=1740,
, ^zz++++=EXTRAWORD
issued ^xvbn+++xvbn+=issued
by ^in++++=by
Secretary ^nn++++=Secretary
of ^in++++=of
Labor ^np+++??+=Labor
and ^cc++++=and
Social ^jj+atrb+++=Social
Welfare ^nn++++=Welfare
Juan ^np++++=Juan
Domingo ^np+++??+=Domingo
Per ^nnu++++=Per
n ^zz++++=n,
, ^zz++++=EXTRAWORD
extended ^j+++xvbn+=extended
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
paid ^vbi++++=paid
vacations ^nns++++=vacations
to ^in++++=to
workers ^nns++++=workers
across ^in+pl+++=across
all ^abn++++=all
sectors ^nns++++=sectors.
. ^zz++++=EXTRAWORD
