A ^at++++=A
third ^nn++++=third
analytical ^jj+atrb+++=analytical
task ^nn++++=task
is ^vbz+bez+aux++=is
to ^to++++=to
examine ^vbi++++=examine
the ^ati++++=the
differences ^nns++++=differences
that ^tht+rel+subj++=that
characterize ^vb++++=characterize
the ^ati++++=the
relationships ^nns++++=relationships
between ^in++++=between
local ^jj+atrb+++=local
brokers ^nns++++=brokers
and ^cc++++=and
state ^nn++++=state
or ^cc++++=or
national ^jj+atrb+++=national
representatives ^nns++++=representatives.
. ^zz++++=EXTRAWORD
Notably ^rb+cnj+++=Notably,
, ^zz++++=EXTRAWORD
the ^ati++++=the
analysis ^nn++++=analysis
revealed ^vbd+vprv++xvbn+=revealed
significant ^jj+atrb+++=significant
similarities ^nns++++=similarities
with ^in++++=with
findings ^nns++++=findings
reported ^vwbn+vpub++xvbn+=reported
by ^in++++=by
Bezerra ^np+++??+=Bezerra
( ^zz++++=(1999)
1999 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
study ^nn++++=study
conducted ^vbd+++xvbn+=conducted
two ^cd++++=two
decades ^nns++++=decades
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
Further ^jjb+atrb+++=Further
research ^nn++++=research
is ^vbz+bez+aux++=is
warranted ^vpsv++agls+xvbnx+=warranted
to ^to++++=to
identify ^vbi++++=identify
the ^ati++++=the
underlying ^jj+atrb++xvbg+=underlying
causes ^nns++++=causes
of ^in++++=of
these ^dt+dem+++=these
similarities ^nns++++=similarities,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
distinct ^jj+atrb+++=distinct
roles ^nns++++=roles
and ^cc++++=and
levels ^nns++++=levels
of ^in++++=of
authority ^nn++++=authority
held ^vwbn+vprv++xvbn+=held
by ^in++++=by
national ^jj++++=national
and ^cc++++=and
state ^nn++++=state
legislators ^nns+++??+=legislators.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
possible ^jj+atrb+++=possible
explanation ^nn++++=explanation
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
national ^jj++++=national
and ^cc++++=and
state ^nn++++=state
representatives ^nns++++=representatives,
, ^zz++++=EXTRAWORD
operating ^vbg+++xvbg+=operating
under ^in++++=under
the ^ati++++=the
same ^ap++++=same
institutional ^jj+atrb+++=institutional
rules ^nns++++=rules
and ^cc++++=and
within ^in++++=within
the ^ati++++=the
same ^ap++++=same
electoral ^jj+atrb+++=electoral
districts ^nns++++=districts,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
face ^vb++++=face
comparable ^jj+atrb+++=comparable
incentives ^nns++++=incentives.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
study ^nn++++=study
also ^rb++++=also
identified ^vbd+++xvbn+=identified
important ^jj+atrb+++=important
differences ^nns++++=differences,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
larger ^jjr+atrb+++=larger
volume ^nn++++=volume
of ^in++++=of
resources ^nns++++=resources
accessible ^jj++++=accessible
to ^in++++=to
national ^jj+atrb+++=national
legislators ^nns+++??+=legislators
for ^in++++=for
supporting ^xvbg+++xvbg+=supporting
their ^pp$+pp3+++=their
allies ^nns++++=allies
and ^cc++++=and
the ^ati++++=the
closer ^rbr++++=closer
proximity ^nn++++=proximity
of ^in++++=of
state ^nn++++=state
legislators ^nns+++??+=legislators
to ^in++++=to
their ^pp$+pp3+++=their
constituencies ^nns++++=constituencies.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
suggest ^vb+vpub+++=suggest
the ^ati++++=the
existence ^nn++++=existence
of ^in++++=of
a ^at++++=a
division ^nn++++=division
of ^in++++=of
labor ^nn+++??+=labor
among ^in++++=among
legislators ^nns+++??+=legislators,
, ^zz++++=EXTRAWORD
with ^in++++=with
local ^jj+atrb+++=local
brokers ^nns++++=brokers
selecting ^vwbg+++xvbg+=selecting
which ^whp+who+++=which
representative ^nn++++=representative
to ^in++++=to
approach ^nn++++=approach
based ^vwbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
specific ^jj+atrb+++=specific
issue ^nn++++=issue
or ^cc++++=or
need ^nn++++=need
in ^in++++=in
question ^nn++++=question.
. ^zz++++=EXTRAWORD
