The ^ati++++=The
second ^od++++=second
step ^nn++++=step
examines ^vbz++++=examines
how ^wrb+who+++=how
the ^ati++++=the
identified ^jj+atrb++xvbn+=identified
discourses ^nns++++=discourses
are ^vb+ber+aux++=are
positioned ^vpsv++agls+xvbnx+=positioned
in ^in++++=in
relation ^nn++++=relation
to ^to++++=to
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
how ^wrb+who+++=how
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
either ^dtx++++=either
foregrounded ^nn+++??+=foregrounded
or ^cc++++=or
marginalized ^nn+++??+=marginalized.
. ^zz++++=EXTRAWORD
To ^to++++=To
achieve ^vbi++++=achieve
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
utilize ^vb++++=utilize
the ^ati++++=the
concept ^nn++++=concept
of ^in++++=of
engagement ^nn++++=engagement
resources ^nns++++=resources,
, ^zz++++=EXTRAWORD
defined ^vpbn+vprv++xvbn+=defined
as ^ql++++=as
linguistic ^jj+atrb+++=linguistic
strategies ^nns+++??+=strategies
that ^tht+rel+subj++=that
construct ^vb++++=construct
a ^at++++=a
heteroglossic ^nn+++??+=heteroglossic
context ^nn++++=context
by ^in++++=by
referencing ^nn+++??+=referencing
prior ^jj+atrb+++=prior
statements ^nns++++=statements,
, ^zz++++=EXTRAWORD
alternative ^jj+atrb+++=alternative
perspectives ^nns++++=perspectives,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
anticipated ^vbn+vprv++xvbn+=anticipated
responses ^nns++++=responses
( ^zz++++=(Martin
martin ^np++++=EXTRAWORD
& ^zz++++=&
White ^jj++++=White,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
97 ^cd++++=97).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
resources ^nns++++=resources
are ^vb+ber+vrb++=are
categorized ^nn+++??+=categorized
as ^ql++++=as
either ^dtx++++=either
dialogically ^nn+++??+=dialogically
expansive ^jj++++=expansive
or ^cc++++=or
contractive ^nn+++??+=contractive,
, ^zz++++=EXTRAWORD
as ^in++++=as
outlined ^nn++++=outlined
in ^in++++=in
Section ^nn++++=Section
3 ^zz++++=3.
. ^zz++++=EXTRAWORD
Dialogically ^np+++??+=Dialogically
contractive ^nn+++??+=contractive
resources ^nns++++=resources
include ^vb++++=include
disclaim ^nn+++??+=disclaim
( ^zz++++=(deny,
deny ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
counter ^nn++++=counter)
) ^zz++++=EXTRAWORD
and ^cc++++=and
proclaim ^vb++++=proclaim
( ^zz++++=(concur,
concur ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
pronounce ^vb++++=pronounce,
, ^zz++++=EXTRAWORD
endorse ^vb++++=endorse),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
dialogically ^nn+++??+=dialogically
expansive ^jj+atrb+++=expansive
resources ^nns++++=resources
comprise ^vb++++=comprise
entertain ^vb++++=entertain
and ^cc+phrs+++=and
attribute ^vb++++=attribute
( ^zz++++=(acknowledge,
acknowledge ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
distance ^nn++++=distance)
) ^zz++++=EXTRAWORD
( ^zz++++=(Martin
martin ^np++++=EXTRAWORD
& ^zz++++=&
White ^jj++++=White,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
134 ^cd++++=134).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
more ^rbr++++=more
comprehensive ^jj+atrb+++=comprehensive
explanation ^nn++++=explanation
of ^in++++=of
these ^dt+dem+++=these
resources ^nns++++=resources,
, ^zz++++=EXTRAWORD
refer ^vb++++=refer
to ^in++++=to
Martin ^np++++=Martin
and ^cc++++=and
white ^jj++++=White
( ^zz++++=(2005,
2005 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
pp ^nns++++=pp.
. ^zz++++=EXTRAWORD
97 ^cd++++=97
98 ^cd++++=98).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
