The ^ati++++=The
practice ^nn++++=practice
of ^in++++=of
physical ^jj+atrb+++=physical
activities ^nns++++=activities
achieves ^vbz++++=achieves
its ^pp$+it+++=its
intended ^vbn+vsua++xvbn+=intended
objectives ^nns++++=objectives
when ^wrb+who+++=when
conducted ^xvbn+++xvbn+=conducted
in ^in++++=in
supportive ^nn+++??+=supportive
environments ^nns++++=environments
that ^tht+rel+obj++=that
offer ^nn++++=offer
appropriate ^jj+atrb+++=appropriate
physical ^jj+atrb+++=physical
conditions ^nns++++=conditions,
, ^zz++++=EXTRAWORD
promote ^vb++++=promote
healthy ^jj+atrb+++=healthy
social ^jj+atrb+++=social
interactions ^nns++++=interactions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
incorporate ^vb++++=incorporate
strategies ^nns+++??+=strategies
that ^tht+rel+subj++=that
enhance ^vb++++=enhance
both ^abx++++=both
physical ^jj++++=physical
and ^cc+phrs+++=and
mental ^jj++++=mental
well ^rb++++=well-being,
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
facilitating ^vbg+++xvbg+=facilitating
optimal ^jj+atrb+++=optimal
conditions ^nns++++=conditions
for ^in++++=for
individual ^jj+atrb+++=individual
development ^nn++++=development.
. ^zz++++=EXTRAWORD
