The ^ati++++=The
1988 ^cd+date+++=1988
Constitution ^nn++++=Constitution
granted ^vbd+vsua++xvbn+=granted
municipalities ^nns+++??+=municipalities
political ^jj+atrb+++=political
and ^cc+phrs+++=and
administrative ^jj+atrb+++=administrative
autonomy ^nn++++=autonomy,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
enhancing ^vbg+++xvbg+=enhancing
the ^ati++++=the
significance ^nn++++=significance
of ^in++++=of
local ^jj+atrb+++=local
leaders ^nns++++=leaders,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
mayors ^npts++++=mayors.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
the ^ati++++=the
majority ^nn++++=majority
of ^in++++=of
Brazilian ^jj+atrb+++=Brazilian
municipalities ^nns+++??+=municipalities
continue ^vb++++=continue
to ^to++++=to
rely ^vbi++++=rely
on ^in++++=on
financial ^jj+atrb+++=financial
transfers ^nns++++=transfers
from ^in++++=from
higher ^jjr+atrb+++=higher
levels ^nns++++=levels
of ^in++++=of
government ^nn++++=government
( ^zz++++=(Bremaeker,
bremaeker ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Persistent ^jj+atrb+++=Persistent
infrastructural ^nn+++??+=infrastructural
deficiencies ^nns++++=deficiencies
lead ^nn++++=lead
mayors ^npts++++=mayors
to ^to++++=to
establish ^vbi+vprv+++=establish
and ^cc+phrs+++=and
maintain ^vb+vpub+++=maintain
relationships ^nns++++=relationships
with ^in++++=with
members ^nns++++=members
of ^in++++=of
Congress ^nn++++=Congress
in ^in++++=in
order ^vb++++=order
to ^to+vcmp+++=to
secure ^vbi++++=secure
resources ^nns++++=resources
and ^cc++++=and
benefits ^nns++++=benefits
for ^in++++=for
their ^pp$+pp3+++=their
municipalities ^nns+++??+=municipalities,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
turn ^nn++++=turn
can ^md+pos+++=can
contribute ^vb++++=contribute
to ^in++++=to
their ^pp$+pp3+++=their
prospects ^nns++++=prospects
for ^in++++=for
electoral ^jj+atrb+++=electoral
success ^nn++++=success.
. ^zz++++=EXTRAWORD
