Although ^cs+con+++=Although
this ^dt+dem+++=this
research ^nn++++=research
was ^vbd+bedz+aux++=was
informed ^vpsv++by+xvbnx+=informed
by ^in++++=by
previous ^jj+atrb+++=previous
studies ^nns++++=studies
on ^in++++=on
the ^ati++++=the
topic ^nn++++=topic,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
provides ^vbz+vsua+++=provides
opportunities ^nns++++=opportunities
for ^in++++=for
further ^jjb+atrb+++=further
development ^nn++++=development
and ^cc++++=and
refinement ^nn++++=refinement
of ^in++++=of
the ^ati++++=the
adapted ^jj+atrb++xvbn+=adapted
activities ^nns++++=activities
( ^zz++++=(Uliana,
uliana ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
including ^in+strn+++=including:
: ^zz++++=EXTRAWORD
