The ^ati++++=The
mandibular ^jj+atrb+++=mandibular
canal ^nn++++=canal
typically ^rb++++=typically
exits ^vbz+++??+=exits
the ^ati++++=the
mandible ^nn+++??+=mandible
on ^in++++=on
the ^ati++++=the
buccal ^nn+++??+=buccal
side ^nn++++=side
at ^in++++=at
the ^ati++++=the
mental ^jj+atrb+++=mental
foramen ^nn+++??+=foramen,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
generally ^rb+down+splt++=generally
located ^vpsv++agls+xvbnx+=located
in ^in++++=in
the ^ati++++=the
apical ^nn++++=apical
region ^nn++++=region
of ^in++++=of
the ^ati++++=the
premolars ^nns++++=premolars
[ ^zz++++=[16-23].
16 ^cd++++=EXTRAWORD
-23]. ^nn++++=EXTRAWORD
