Although ^cs+con+++=Although
periapical ^nn+++??+=periapical
radiographs ^nns+++??+=radiographs
provide ^vb+vsua+++=provide
the ^ati++++=the
highest ^jjt++++=highest
two ^cd++++=two-dimensional
- ^zz++++=EXTRAWORD
dimensional ^nn+++??+=EXTRAWORD
image ^nn++++=image
resolution ^nn++++=resolution,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
limited ^jj+atrb++xvbn+=limited
field ^nn++++=field
of ^in++++=of
view ^nn++++=view
and ^cc++++=and
restricted ^jj+atrb++xvbn+=restricted
anatomical ^jj+atrb+++=anatomical
coverage ^nn++++=coverage
make ^vb++++=make
them ^pp3o+pp3+++=them
unsuitable ^jj++++=unsuitable
for ^in++++=for
the ^ati++++=the
evaluation ^nn++++=evaluation
of ^in++++=of
the ^ati++++=the
mandibular ^jj+atrb+++=mandibular
canal ^nn++++=canal
[ ^zz++++=[25].
25 ^cd++++=EXTRAWORD
]. ^nn++++=EXTRAWORD
