A ^at++++=A
scoping ^nn+++??+=scoping
review ^nn++++=review
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
following ^jj+++xvbg+=following
the ^ati++++=the
Jbi ^np+++??+=JBI
methodology ^nn++++=methodology,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
designed ^vpsv++agls+xvbnx+=designed
to ^to+vcmp+++=to
map ^vb++++=map
key ^jjb+atrb+++=key
concepts ^nns++++=concepts,
, ^zz++++=EXTRAWORD
clarify ^vb++++=clarify
definitions ^nns++++=definitions,
, ^zz++++=EXTRAWORD
delineate ^nn+++??+=delineate
the ^ati++++=the
boundaries ^nns++++=boundaries
of ^in++++=of
a ^at++++=a
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
summarize ^vb++++=summarize
existing ^jj+atrb++xvbg+=existing
information ^nn++++=information,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
identify ^vb++++=identify
gaps ^nns++++=gaps
in ^in++++=in
research ^nn++++=research
and ^cc++++=and
clinical ^jj+atrb+++=clinical
practice ^nn++++=practice
( ^zz++++=(Peters
peters ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast
to ^in++++=to
a ^at++++=a
systematic ^jj+atrb+++=systematic
review ^nn++++=review,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
primarily ^rb+down+++=primarily
evaluates ^vbz+++??+=evaluates
the ^ati++++=the
effectiveness ^nn++++=effectiveness
of ^in++++=of
interventions ^nns++++=interventions,
, ^zz++++=EXTRAWORD
a ^at++++=a
scoping ^nn+++??+=scoping
review ^nn++++=review
aims ^vb++++=aims
to ^to+vcmp+++=to
comprehensively ^vb+++??+=comprehensively
identify ^vb++++=identify
and ^cc++++=and
synthesize ^nn+++??+=synthesize
all ^abn++++=all
available ^jj+atrb+++=available
literature ^nn++++=literature
on ^in++++=on
a ^at++++=a
given ^jj+atrb+++=given
topic ^nn++++=topic
without ^in++++=without
applying ^jj+atrb+++=applying
strict ^jj+atrb+++=strict
methodological ^jj+atrb+++=methodological
limitations ^nns++++=limitations.
. ^zz++++=EXTRAWORD
