Although ^cs+con+++=Although
legislation ^nn++++=legislation
has ^vbz+hvz+aux++=has
progressed ^vprf+++xvbn+=progressed
both ^abx++++=both
nationally ^rb++++=nationally
and ^cc+phrs+++=and
internationally ^rb++++=internationally
over ^in++++=over
the ^ati++++=the
years ^nns++++=years,
, ^zz++++=EXTRAWORD
segregationist ^nn+++??+=segregationist
attitudes ^nns++++=attitudes
persist ^vb++++=persist
in ^in++++=in
society ^nn++++=society,
, ^zz++++=EXTRAWORD
attributable ^jj++++=attributable
to ^in++++=to
factors ^nns++++=factors
such ^abl++++=such
as ^ql++++=as
inadequate ^jj+atrb+++=inadequate
accessibility ^nn++++=accessibility,
, ^zz++++=EXTRAWORD
prevailing ^jj+atrb++xvbg+=prevailing
stereotypes ^nns+++??+=stereotypes,
, ^zz++++=EXTRAWORD
limited ^j+++xvbn+=limited
educational ^jj+atrb+++=educational
and ^cc+phrs+++=and
professional ^jj+atrb+++=professional
opportunities ^nns++++=opportunities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
insufficient ^jj+atrb+++=insufficient
legislative ^jj+atrb+++=legislative
measures ^nns++++=measures
( ^zz++++=(Garc
garc ^nn+++??+=EXTRAWORD
a ^at++++=a,
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
adoption ^nn++++=adoption
of ^in++++=of
inclusive ^jj+atrb+++=inclusive
perspectives ^nns++++=perspectives
and ^cc++++=and
the ^ati++++=the
implementation ^nn++++=implementation
of ^in++++=of
targeted ^nn+++??+=targeted
initiatives ^nns+++??+=initiatives
are ^vb+ber+vrb++=are
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
promote ^vbi++++=promote
more ^rbr++++=more
equitable ^jj+atrb+++=equitable
and ^cc+phrs+++=and
tolerant ^jj+atrb+++=tolerant
communities ^nns++++=communities,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
ensuring ^vbg+vprv++xvbg+=ensuring
equal ^jj+atrb+++=equal
opportunities ^nns++++=opportunities
for ^in++++=for
all ^abn++++=all
citizens ^nns++++=citizens.
. ^zz++++=EXTRAWORD
