Although ^cs+con+++=Although
the ^ati++++=the
treatment ^nn++++=treatment
of ^in++++=of
edentulism ^nn+++??+=edentulism
is ^vbz+bez+aux++=is
recommended ^vpsv++agls+xvbnx+=recommended
to ^to++++=to
be ^vbi+vbi+aux++=be
conducted ^vpsv++agls+xvbnx+=conducted
in ^in++++=in
primary ^jj+atrb+++=primary
care ^nn++++=care
settings ^nns++++=settings,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
frequently ^rb++splt++=frequently
performed ^vpsv++agls+xvbnx+=performed
in ^in++++=in
specialized ^vprf+++xvbn+=specialized
care ^nn++++=care
through ^in++++=through
the ^ati++++=the
provision ^nn++++=provision
of ^in++++=of
removable ^jj+atrb+++=removable
complete ^jj+atrb+++=complete
dentures ^nns++++=dentures.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fabrication ^nn+++??+=fabrication
of ^in++++=of
these ^dt+dem+++=these
dentures ^nns++++=dentures
typically ^rb++++=typically
involves ^vbz++++=involves
five ^cd++++=five
clinical ^jj+atrb+++=clinical
sessions ^nns++++=sessions,
, ^zz++++=EXTRAWORD
each ^dt++++=each
followed ^vpsv++by+xvbn+=followed
by ^in++++=by
corresponding ^xvbg+++xvbg+=corresponding
laboratory ^nn++++=laboratory
procedures ^nns++++=procedures.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
five ^cd++++=five-session
- ^zz++++=EXTRAWORD
session ^nn++++=EXTRAWORD
protocol ^nn++++=protocol
is ^vbz+bez+aux++=is
also ^rb++splt++=also
endorsed ^vpsv++by+xvbnx+=endorsed
by ^in++++=by
the ^ati++++=the
Ministry ^nn++++=Ministry
of ^in++++=of
Health ^nn++++=Health
in ^in++++=in
the ^ati++++=the
manual ^jj++++=manual
" ^zz++++="Oral
oral ^jj+atrb+++=EXTRAWORD
Health ^nn++++=Health
in ^in++++=in
the ^ati++++=the
National ^jj+atrb+++=National
Health ^nn++++=Health
Service ^nn++++=Service,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
is ^vbz+bez+aux++=is
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
implemented ^vpsv++agls+xvbnx+=implemented
either ^dtx++++=either
in ^in++++=in
Basic ^jj+atrb+++=Basic
Health ^nn++++=Health
Units ^nns++++=Units
or ^cc++++=or
in ^in++++=in
Specialist ^jj+atrb+++=Specialist
Dental ^jj+atrb+++=Dental
Centers ^np+++??+=Centers,
, ^zz++++=EXTRAWORD
depending ^vbg+++xvbg+=depending
on ^in++++=on
the ^ati++++=the
organizational ^jj+atrb+++=organizational
structure ^nn++++=structure
of ^in++++=of
the ^ati++++=the
respective ^jj+atrb+++=respective
municipality ^nn++++=municipality.
. ^zz++++=EXTRAWORD
