According ^in+cmpx+++=According
to ^in++++=to
Silva ^np+++??+=Silva,
, ^zz++++=EXTRAWORD
Silva ^np+++??+=Silva,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
L ^zz++++=L
dorf ^nn+++??+=dorf
( ^zz++++=(2015),
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
body ^nn++++=body
valorization ^nn+++??+=valorization
in ^in++++=in
contemporary ^jj+atrb+++=contemporary
society ^nn++++=society
is ^vbz+bez+aux++=is
primarily ^rb+down+splt++=primarily
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
concerns ^nns++++=concerns
about ^in++++=about
health ^nn++++=health
and ^cc++++=and
aesthetics ^nn++++=aesthetics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+aux++=is
significantly ^rb++splt++=significantly
influenced ^vpsv++by+xvbnx+=influenced
by ^in++++=by
media ^nn++++=media
exposure ^nn++++=exposure.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
context ^nn++++=context,
, ^zz++++=EXTRAWORD
the ^ati++++=the
statements ^nns++++=statements
made ^vwbn+++xvbn+=made
by ^in++++=by
teacher ^nn++++=teacher
Larissa ^np+++??+=Larissa
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
the ^ati++++=the
interplay ^nn++++=interplay
of ^in++++=of
these ^dt+dem+++=these
factors ^nns++++=factors
can ^md+pos+++=can
contribute ^vb++++=contribute
to ^in++++=to
risky ^jj+atrb+++=risky
behaviors ^nns+++??+=behaviors.
. ^zz++++=EXTRAWORD
Silva ^np+++??+=Silva
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2017)
2017 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
further ^jjb++++=further
argue ^vb+vpub+++=argue
that ^tht+vcmp+++=that
media ^nns++++=media
influence ^nn++++=influence
affects ^vbz++++=affects
individuals ^nns++++=individuals
habits ^nns++++=habits
and ^cc++++=and
social ^jj+atrb+++=social
relationships ^nns++++=relationships,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
can ^md+pos+++=can
have ^vb+hv+vrb++=have
both ^abx++++=both
positive ^jj+atrb+++=positive
and ^cc+phrs+++=and
negative ^jj+atrb+++=negative
impacts ^nns+++??+=impacts
on ^in++++=on
young ^jj+atrb+++=young
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
evidence ^nn++++=evidence
of ^in++++=of
an ^at++++=an
expanded ^jj+atrb++xvbn+=expanded
conception ^nn++++=conception
of ^in++++=of
health ^nn++++=health
that ^tht+rel+obj++=that
shapes ^nns++++=shapes
individual ^jj+atrb+++=individual
behaviors ^nns+++??+=behaviors,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
result ^nn++++=result
in ^in++++=in
actions ^nns++++=actions
that ^tht+rel+obj++=that
increase ^nn++++=increase
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
health ^nn++++=health
problems ^nns++++=problems.
. ^zz++++=EXTRAWORD
