The ^ati++++=The
sample ^nn++++=sample
comprised ^vbd+++xvbn+=comprised
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
patients ^nns++++=patients
from ^in++++=from
Aldeia ^np+++??+=Aldeia
Velha ^np+++??+=Velha
who ^whp+rel+subj++=who
met ^vbd+++xvbn+=met
the ^ati++++=the
following ^jj+atrb++xvbg+=following
inclusion ^nn++++=inclusion
criteria ^nns++++=criteria:
: ^zz++++=EXTRAWORD
both ^abx++++=both
male ^jj+atrb+++=male
and ^cc+phrs+++=and
female ^jj+atrb+++=female
participants ^nns++++=participants,
, ^zz++++=EXTRAWORD
total ^jj+atrb+++=total
or ^cc+phrs+++=or
partial ^jj+atrb+++=partial
edentulism ^nn+++??+=edentulism,
, ^zz++++=EXTRAWORD
presence ^nn++++=presence
of ^in++++=of
normal ^jj+atrb+++=normal
alveolar ^nn+++??+=alveolar
ridges ^nns++++=ridges,
, ^zz++++=EXTRAWORD
good ^jj+atrb+++=good
general ^jj+atrb+++=general
health ^nn++++=health
status ^nn++++=status,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
adequate ^jj+atrb+++=adequate
neuromuscular ^nn+++??+=neuromuscular
coordination ^nn+++??+=coordination.
. ^zz++++=EXTRAWORD
Exclusion ^nn++++=Exclusion
criteria ^nns++++=criteria
included ^vbd+++xvbn+=included
individuals ^nns++++=individuals
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
rehabilitated ^nn+++??+=rehabilitated
with ^in++++=with
partial ^jj+atrb+++=partial
dentures ^nns++++=dentures
and ^cc++++=and
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
participate ^vbi++++=participate
in ^in++++=in
phase ^nn++++=phase
iv ^np++++=IV
of ^in++++=of
the ^ati++++=the
study ^nn++++=study.
. ^zz++++=EXTRAWORD
