Although ^cs+con+++=Although
this ^dt+dem+++=this
legal ^jj+atrb+++=legal
context ^nn++++=context
provides ^vbz+vsua+++=provides
a ^at++++=a
clear ^jj++++=clear
understanding ^jj+++xvbg+=understanding
of ^in++++=of
the ^ati++++=the
functioning ^jj+++xvbg+=functioning
of ^in++++=of
the ^ati++++=the
centralized ^jj+atrb+++=centralized
public ^jj+atrb+++=public
sector ^nn++++=sector,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
offer ^nn++++=offer
equivalent ^jj+atrb+++=equivalent
insight ^nn++++=insight
into ^in++++=into
the ^ati++++=the
private ^jj+atrb+++=private
sector ^nn++++=sector,
, ^zz++++=EXTRAWORD
the ^ati++++=the
informal ^jj+atrb+++=informal
sector ^nn++++=sector,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
public ^jj+atrb+++=public
sector ^nn++++=sector
in ^in++++=in
provinces ^nns++++=provinces
other ^ap++++=other
than ^in++++=than
Pichincha ^np+++??+=Pichincha
and ^cc++++=and
Guayas ^np+++??+=Guayas,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
the ^ati++++=the
most ^ql+emph+++=most
politically ^rb++++=politically
and ^cc+phrs+++=and
economically ^rb++++=economically
significant ^jj+atrb+++=significant
provinces ^nns++++=provinces.
. ^zz++++=EXTRAWORD
