The ^ati++++=The
primary ^jj+atrb+++=primary
distinction ^nn++++=distinction
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
study ^nn++++=study
designs ^nns++++=designs
lies ^nns++++=lies
in ^in++++=in
the ^ati++++=the
definition ^nn++++=definition
of ^in++++=of
the ^ati++++=the
observation ^nn++++=observation
period ^nn++++=period.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
self ^nn++++=self-controlled
- ^zz++++=EXTRAWORD
controlled ^vbd+++xvbn+=EXTRAWORD
risk ^vb++++=risk
interval ^nn++++=interval
( ^zz++++=(SCRI)
scri ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
design ^nn++++=design,
, ^zz++++=EXTRAWORD
the ^ati++++=the
index ^nn++++=index
date ^nn++++=date
is ^vbz+bez+vrb++=is
the ^ati++++=the
vaccination ^nn++++=vaccination
date ^nn++++=date,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
serves ^vbz++++=serves
as ^in++++=as
the ^ati++++=the
reference ^nn++++=reference
point ^nn++++=point
for ^in++++=for
delineating ^nn+++??+=delineating
both ^abx++++=both
the ^ati++++=the
risk ^nn++++=risk
and ^cc++++=and
control ^nn++++=control
periods ^nns++++=periods.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
self ^nn++++=self-controlled
- ^zz++++=EXTRAWORD
controlled ^vbd+++xvbn+=EXTRAWORD
case ^nn++++=case
series ^nn++++=series
( ^zz++++=(SCCS)
sccs ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
design ^nn++++=design
establishes ^vbz+vprv+++=establishes
an ^at++++=an
observation ^nn++++=observation
period ^nn++++=period
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
independent ^jj+pred+++=independent
of ^in++++=of
the ^ati++++=the
vaccination ^nn++++=vaccination
date ^nn++++=date,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
cases ^nns++++=cases
are ^vb+ber+aux++=are
identified ^vpsv++agls+xvbn+=identified
within ^in++++=within
this ^dt+dem+++=this
predefined ^nn++++=predefined
observation ^nn++++=observation
period ^nn++++=period
( ^zz++++=(14).
14 ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
