The ^ati++++=The
objective ^nn++++=objective
of ^in++++=of
this ^dt+dem+++=this
article ^nn++++=article
is ^vbz+bez+aux++=is
to ^to++++=to
identify ^vbi++++=identify
and ^cc++++=and
analyze ^jj+atrb++??+=analyze
evidence ^nn++++=evidence
from ^in++++=from
both ^abx++++=both
Brazilian ^jj++++=Brazilian
and ^cc+phrs+++=and
international ^jj+atrb+++=international
educational ^jj+atrb+++=educational
research ^nn++++=research
regarding ^in++++=regarding
the ^ati++++=the
contribution ^nn++++=contribution
of ^in++++=of
gestures ^nns++++=gestures
to ^to++++=to
teaching ^vbi+vsua+++=teaching
and ^cc++++=and
learning ^nvbg+++xvbg+=learning
processes ^nns++++=processes,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
to ^to++++=to
examine ^vbi++++=examine
the ^ati++++=the
current ^jj+atrb+++=current
developments ^nns++++=developments
and ^cc++++=and
trends ^nns++++=trends
within ^in++++=within
this ^dt+dem+++=this
specific ^jj+atrb+++=specific
field ^nn++++=field
of ^in++++=of
study ^nn++++=study.
. ^zz++++=EXTRAWORD
