Although ^cs+con+++=Although
most ^ql+emph+++=most
interviewees ^nns++++=interviewees
express ^jjb+atrb+++=express
confidence ^nn++++=confidence
in ^in++++=in
the ^ati++++=the
significance ^nn++++=significance
of ^in++++=of
these ^dt+dem+++=these
alliances ^nns++++=alliances,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
frequently ^rb++++=frequently
describe ^vb++++=describe
them ^pp3o+pp3+++=them
as ^in++++=as
uncertain ^jj++++=uncertain
and ^cc+phrs+++=and
prone ^jj++++=prone
to ^in+jcmp+++=to
various ^jj+atrb+++=various
disappointments ^nns++++=disappointments.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
report ^vb++++=report
that ^tht+vcmp+++=that
mayors ^npts++++=mayors
often ^rb++++=often
deliver ^vb++++=deliver
significantly ^rb++++=significantly
fewer ^ap++++=fewer
votes ^nns++++=votes
than ^in++++=than
initially ^rb+tm+++=initially
promised ^jj+++xvbn+=promised
or ^cc+phrs+++=or
anticipated ^jj+++xvbn+=anticipated
by ^in++++=by
legislators ^nns+++??+=legislators.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
such ^abl++++=such
outcomes ^vbz+++??+=outcomes
do ^vb+do+vrb++=do
not ^xnot++not++=not
necessarily ^rb++++=necessarily
result ^vb++++=result
in ^in++++=in
the ^ati++++=the
dissolution ^nn++++=dissolution
or ^cc++++=or
weakening ^vbg+++xvbg+=weakening
of ^in++++=of
the ^ati++++=the
alliance ^nn++++=alliance;
; ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead,
, ^zz++++=EXTRAWORD
factors ^nns++++=factors
such ^abl++++=such
as ^ql++++=as
loyalty ^nn++++=loyalty,
, ^zz++++=EXTRAWORD
the ^ati++++=the
strength ^nn++++=strength
of ^in++++=of
the ^ati++++=the
relationship ^nn++++=relationship,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
history ^nn++++=history
of ^in++++=of
prior ^jj+atrb+++=prior
collaboration ^nn++++=collaboration
are ^vb+ber+vrb++=are
important ^jj+pred+++=important
in ^in++++=in
the ^ati++++=the
restoration ^nn++++=restoration
and ^cc++++=and
maintenance ^nn++++=maintenance
of ^in++++=of
trust ^nn++++=trust.
. ^zz++++=EXTRAWORD
