According ^in+cmpx+++=According
to ^in++++=to
Qiu ^np+++??+=Qiu
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2020),
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
Peritraumatic ^np+++??+=Peritraumatic
Distress ^nn++++=Distress
Index ^nn++++=Index
( ^zz++++=(CPDI)
cpdi ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
assesses ^vbz++++=assesses
the ^ati++++=the
frequency ^nn++++=frequency
of ^in++++=of
22 ^cd++++=22
factors ^nns++++=factors,
, ^zz++++=EXTRAWORD
including ^in++++=including
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
anxiety ^nn++++=anxiety,
, ^zz++++=EXTRAWORD
negative ^jj+atrb+++=negative
mood ^nn++++=mood,
, ^zz++++=EXTRAWORD
irritability ^nn++++=irritability,
, ^zz++++=EXTRAWORD
exhaustion ^nn++++=exhaustion,
, ^zz++++=EXTRAWORD
sluggishness ^nn++++=sluggishness,
, ^zz++++=EXTRAWORD
helplessness ^nn++++=helplessness,
, ^zz++++=EXTRAWORD
avoidance ^nn++++=avoidance,
, ^zz++++=EXTRAWORD
indecisiveness ^nns+++??+=indecisiveness,
, ^zz++++=EXTRAWORD
sleeplessness ^nns+++??+=sleeplessness,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
appetite ^nn++++=appetite,
, ^zz++++=EXTRAWORD
distrust ^nn++++=distrust,
, ^zz++++=EXTRAWORD
physical ^jj+atrb+++=physical
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
bladder ^nn++++=bladder
and ^cc++++=and
bowel ^nn++++=bowel
issues ^nns++++=issues,
, ^zz++++=EXTRAWORD
obsessive ^jj+atrb+++=obsessive
behavior ^nn++++=behavior,
, ^zz++++=EXTRAWORD
insecurity ^nn++++=insecurity,
, ^zz++++=EXTRAWORD
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
sadness ^nn++++=sadness,
, ^zz++++=EXTRAWORD
dissemination ^nn+++??+=dissemination
of ^in++++=of
negative ^jj+atrb+++=negative
news ^nn++++=news,
, ^zz++++=EXTRAWORD
impaired ^xvbn+++xvbn+=impaired
social ^jj+atrb+++=social
function ^nn++++=function,
, ^zz++++=EXTRAWORD
lack ^nn++++=lack
of ^in++++=of
judgment ^nn++++=judgment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
attention ^nn++++=attention
deficit ^nn++++=deficit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
content ^jj+atrb+++=content
validity ^nn++++=validity
of ^in++++=of
the ^ati++++=the
Cpdi ^np+++??+=CPDI
was ^vbd+bedz+aux++=was
verified ^vpsv++by+xvbnx+=verified
by ^in++++=by
psychiatrists ^nns++++=psychiatrists
at ^in++++=at
the ^ati++++=the
Shanghai ^np+++??+=Shanghai
Mental ^jj+atrb+++=Mental
Health ^nn++++=Health
Center ^np+++??+=Center.
. ^zz++++=EXTRAWORD
The ^ati++++=The
instrument ^nn++++=instrument
demonstrated ^vbd+vprv++xvbn+=demonstrated
high ^np++++=high
internal ^jj+atrb+++=internal
consistency ^nn++++=consistency,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
Cronbach ^np+++??+=Cronbach
s ^zz++++=s
alpha ^nn++++=alpha
of ^in++++=of
0.95 ^nn+++??+=0.95
( ^zz++++=(p
p ^zz++++=EXTRAWORD
< ^zz++++=<
0.001 ^nn+++??+=0.001)
) ^zz++++=EXTRAWORD
( ^zz++++=(Qiu
qiu ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
present ^jj+atrb+++=present
study ^nn++++=study
aims ^vb++++=aims
to ^to+vcmp+++=to
empirically ^rb++splt++=empirically
determine ^vbi++++=determine
the ^ati++++=the
factor ^nn++++=factor
structure ^nn++++=structure
of ^in++++=of
the ^ati++++=the
cpdi ^np++++=CPDI.
. ^zz++++=EXTRAWORD
