The ^ati++++=The
data ^nns++++=data
indicate ^vb+vprv+++=indicate
that ^tht+vcmp+++=that
city ^npl++++=city
councilors ^nns+++??+=councilors
serve ^vb++++=serve
as ^in++++=as
significant ^jj+atrb+++=significant
sources ^nns++++=sources
of ^in++++=of
support ^nn++++=support
for ^in++++=for
candidates ^nns++++=candidates,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
their ^pp$+pp3+++=their
influence ^nn++++=influence
is ^vbz+bez+vrb++=is
less ^ql++++=less
pronounced ^jj+++xvbn+=pronounced
than ^cs+sub+++=than
that ^dt+dem+++=that
of ^in++++=of
mayors ^npts++++=mayors.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
2007 ^cd++++=2007
survey ^nn++++=survey
wave ^nn++++=wave,
, ^zz++++=EXTRAWORD
nearly ^rb+down+++=nearly
24 ^cd++++=24%
% ^zz++++=EXTRAWORD
of ^in++++=of
respondents ^nns++++=respondents
identified ^vwbn+++xvbn+=identified
support ^nn++++=support
from ^in++++=from
local ^jj+atrb+++=local
councilors ^nns+++??+=councilors
as ^ql++++=as
important ^jj++++=important
to ^to+jcmp+++=to
their ^pp$+pp3+++=their
electoral ^jj+atrb+++=electoral
success ^nn++++=success
( ^zz++++=(5.7%
5.7 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
first ^od++++=first
round ^rp++++=round
and ^cc++++=and
18.3 ^cd+date+++=18.3%
% ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
second ^od++++=second
round ^in++++=round).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
2012 ^cd++++=2012
wave ^nn++++=wave,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
over ^in++++=over
18 ^cd++++=18%
% ^zz++++=EXTRAWORD
of ^in++++=of
respondents ^nns++++=respondents
reported ^vbd+vpub++xvbn+=reported
the ^ati++++=the
same ^ap++++=same
( ^zz++++=(4.3%
4.3 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
first ^od++++=first
round ^rp++++=round
and ^cc++++=and
14.1 ^cd++++=14.1%
% ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
second ^od++++=second
round ^in++++=round).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
considering ^vbg+++xvbg+=considering
both ^abx++++=both
mayors ^npts++++=mayors
and ^cc++++=and
councilors ^nns+++??+=councilors,
, ^zz++++=EXTRAWORD
50.3 ^cd++++=50.3%
% ^zz++++=EXTRAWORD
of ^in++++=of
respondents ^nns++++=respondents
in ^in++++=in
2007 ^cd++++=2007
cited ^vwbn+++xvbn+=cited
either ^dtx++++=either
as ^ql++++=as
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
most ^ap+emph+++=most
important ^jj+atrb+++=important
endorsements ^nns+++??+=endorsements,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
this ^dt+dem+++=this
proportion ^nn++++=proportion
decreased ^vbd+++xvbn+=decreased
to ^to++++=to
40.1 ^cd++++=40.1%
% ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
2012 ^cd++++=2012
wave ^nn++++=wave.
. ^zz++++=EXTRAWORD
