A ^at++++=A
total ^nn++++=total
of ^in++++=of
twenty ^cd++++=twenty
complete ^jj+atrb+++=complete
dentures ^nns++++=dentures,
, ^zz++++=EXTRAWORD
either ^dtx++++=either
double ^nn++++=double
or ^cc++++=or
single ^jj+atrb+++=single
maxillary ^nn+++??+=maxillary,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
fabricated ^vpsv++agls+xvbnx+=fabricated
during ^in++++=during
the ^ati++++=the
collaborative ^nn+++??+=collaborative
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
utilizing ^nn+++??+=utilizing
twenty ^cd++++=twenty
pairs ^nns++++=pairs
of ^in++++=of
prefabricated ^jj+atrb+++=prefabricated
dental ^jj+atrb+++=dental
arches ^nns++++=arches.
. ^zz++++=EXTRAWORD
in ^in++++=In
addition ^nn++++=addition,
, ^zz++++=EXTRAWORD
two ^cd++++=two
partial ^jj+atrb+++=partial
dentures ^nns++++=dentures
were ^vbd+bed+aux++=were
produced ^vbd+++xvbn+=produced.
. ^zz++++=EXTRAWORD
