Although ^cs+con+++=Although
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
rehabilitated ^nn+++??+=rehabilitated
patients ^nns++++=patients
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
was ^vbd+bedz+aux++=was
limited ^vpsv++agls+xvbnx+=limited,
, ^zz++++=EXTRAWORD
the ^ati++++=the
statistical ^jj+atrb+++=statistical
significance ^nn++++=significance,
, ^zz++++=EXTRAWORD
large ^jj+atrb+++=large
effect ^nn++++=effect
size ^nn++++=size,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
innovative ^nn+++??+=innovative
approach ^nn++++=approach
support ^nn++++=support
the ^ati++++=the
validity ^nn++++=validity
and ^cc++++=and
reliability ^nn++++=reliability
of ^in++++=of
the ^ati++++=the
findings ^nns++++=findings.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
results ^nns++++=results
are ^vb+ber+vrb++=are
particularly ^rb++++=particularly
relevant ^jj+pred+++=relevant
for ^in++++=for
informing ^xvbg+++xvbg+=informing
public ^jj+atrb+++=public
policies ^nns++++=policies
aimed ^vbd+++xvbn+=aimed
at ^rb++++=at
improving ^vbg+++xvbg+=improving
access ^nn++++=access
to ^in++++=to
rehabilitation ^nn++++=rehabilitation
services ^nns++++=services
for ^in++++=for
isolated ^xvbn+++xvbn+=isolated
populations ^nns++++=populations
residing ^vwbg+++xvbg+=residing
in ^in++++=in
remote ^jj+atrb+++=remote
areas ^nns++++=areas
distant ^jj++++=distant
from ^in++++=from
major ^jj+atrb+++=major
urban ^jj+atrb+++=urban
centers ^nns++++=centers.
. ^zz++++=EXTRAWORD
