A ^at++++=A
comparison ^nn++++=comparison
of ^in++++=of
the ^ati++++=the
values ^nns++++=values
for ^in++++=for
each ^dt++++=each
Factor ^nn++++=Factor
across ^in+pl+++=across
Series ^nn++++=Series
indicated ^vbd+vprv++xvbn+=indicated
changes ^nns++++=changes
in ^in++++=in
mood ^nn++++=mood
states ^nns++++=states
over ^in++++=over
time ^nn++++=time
( ^zz++++=(Figure
figure ^nn++++=EXTRAWORD
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Temporal ^jj+atrb+++=Temporal
patterns ^nns++++=patterns
were ^vbd+bed+aux++=were
observed ^vpsv++agls+xvbnx+=observed
for ^in++++=for
Factor ^nn++++=Factor
Iv ^np+++??+=IV
( ^zz++++=(Limerence/Empathy)
limerence ^nn+++??+=EXTRAWORD
and ^cc++++=and
Factor ^nn++++=Factor
Vii ^np+++??+=VII
( ^zz++++=(Interest).
interest ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
Factor ^nn++++=Factor
Iv ^np+++??+=IV
( ^zz++++=(Limerence/Empathy)
limerence ^nn+++??+=EXTRAWORD
presence ^nn++++=presence
values ^nns++++=values
were ^vbd+bed+vrb++=were
significantly ^rb++++=significantly
higher ^jjr+pred+++=higher
in ^in++++=in
Series ^nn++++=Series
1 ^zz++++=1
compared ^xvbn+++xvbn+=compared
to ^in++++=to
Series ^nn++++=Series
2 ^zz++++=2
( ^zz++++=(p
p ^zz++++=EXTRAWORD
= ^zz++++==
0.012 ^nn+++??+=0.012).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Factor ^nn++++=Factor
Vii ^np+++??+=VII
( ^zz++++=(Interest)
interest ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
presence ^nn++++=presence
values ^nns++++=values
were ^vbd+bed+vrb++=were
also ^rb++++=also
significantly ^rb++++=significantly
higher ^jjr++++=higher
in ^in++++=in
Series ^nn++++=Series
1 ^zz++++=1
compared ^xvbn+++xvbn+=compared
to ^in++++=to
Series ^nn++++=Series
2 ^zz++++=2
( ^zz++++=(p
p ^zz++++=EXTRAWORD
= ^zz++++==
0.003 ^nn+++??+=0.003)
) ^zz++++=EXTRAWORD
and ^cc++++=and
marginally ^rb++++=marginally
higher ^jjr++++=higher
compared ^jj+++xvbn+=compared
to ^in++++=to
Series ^nn++++=Series
3 ^zz++++=3
( ^zz++++=(p
p ^zz++++=EXTRAWORD
= ^zz++++==
0.055 ^nn+++??+=0.055).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
results ^nns++++=results
indicate ^vb+vprv+++=indicate
that ^tht+vcmp+++=that
both ^abx++++=both
Factor ^nn++++=Factor
Iv ^np+++??+=IV
( ^zz++++=(Limerence/Empathy)
limerence ^nn+++??+=EXTRAWORD
and ^cc++++=and
Factor ^nn++++=Factor
Vii ^np+++??+=VII
( ^zz++++=(Interest)
interest ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
more ^rbr++++=more
prominent ^jj+pred+++=prominent
in ^in++++=in
series ^nn++++=Series
1 ^zz++++=1
than ^in++++=than
in ^in++++=in
subsequent ^jj+atrb+++=subsequent
series ^nn++++=Series.
. ^zz++++=EXTRAWORD
